year,state,state_po,office,district,candidate,party,writein,candidatevotes,totalvotes,percentvotes
2016,LOUISIANA,LA,US HOUSE,3,"JACOB ""DORIAN PHIBIAN"" HEBERT",DEMOCRAT,FALSE,28385,282443,0.100498154
2016,LOUISIANA,LA,US HOUSE,3,KENNY P SCELFO SR,NONE,FALSE,2670,282443,0.009453235
2016,LOUISIANA,LA,US HOUSE,3,LARRY RADER,DEMOCRAT,FALSE,27830,282443,0.098533155
2016,LOUISIANA,LA,US HOUSE,3,SCOTT A ANGELLE,REPUBLICAN,FALSE,60762,282443,0.215130132
2016,LOUISIANA,LA,US HOUSE,4,"""MIKE"" JOHNSON",REPUBLICAN,FALSE,87370,268761,0.325084369
2016,LOUISIANA,LA,US HOUSE,4,"""RICK"" JOHN",REPUBLICAN,FALSE,13220,268761,0.049188684
2016,LOUISIANA,LA,US HOUSE,4,ELBERT GUILLORY,REPUBLICAN,FALSE,21017,268761,0.07819959
2016,LOUISIANA,LA,US HOUSE,4,KENNETH J KREFFT,NONE,FALSE,2493,268761,0.009275899
2016,LOUISIANA,LA,US HOUSE,4,MARK DAVID HALVERSON,NONE,FALSE,3149,268761,0.01171673
2016,LOUISIANA,LA,US HOUSE,4,MARSHALL JONES,DEMOCRAT,FALSE,46579,268761,0.173310116
2016,LOUISIANA,LA,US HOUSE,4,OLIVER JENKINS,REPUBLICAN,FALSE,44521,268761,0.165652755
2016,LOUISIANA,LA,US HOUSE,4,"RALPH ""TREY"" BAUCUM",REPUBLICAN,FALSE,50412,268761,0.187571858
2016,LOUISIANA,LA,US HOUSE,5,BILLY BURKETTE,REPUBLICAN,FALSE,47117,255662,0.184294107
2016,LOUISIANA,LA,US HOUSE,5,RALPH LEE ABRAHAM,REPUBLICAN,FALSE,208545,255662,0.815705893
2016,LOUISIANA,LA,US HOUSE,6,DEVIN LANCE GRAHAM,OTHER,FALSE,3218,331098,0.009719177
2016,LOUISIANA,LA,US HOUSE,6,GARRET GRAVES,REPUBLICAN,FALSE,207483,331098,0.626651324
2016,LOUISIANA,LA,US HOUSE,6,JERMAINE SAMPSON,DEMOCRAT,FALSE,29822,331098,0.090070009
2016,LOUISIANA,LA,US HOUSE,6,RICHARD LIEBERMAN,DEMOCRAT,FALSE,49380,331098,0.149140134
2016,LOUISIANA,LA,US HOUSE,6,RICHARD M FONTANESI,LIBERTARIAN,FALSE,7603,331098,0.02296299
2016,LOUISIANA,LA,US HOUSE,6,"ROBERT LAMAR ""BOB"" BELL",REPUBLICAN,FALSE,33592,331098,0.101456366
2016,MAINE,ME,US HOUSE,1,BLANK VOTE,,FALSE,14551,406942,0.035756938
2016,MAINE,ME,US HOUSE,1,CHELLIE PINGREE,DEMOCRAT,FALSE,227546,406942,0.559160765
2016,MAINE,ME,US HOUSE,1,MARK I HOLBROOK,REPUBLICAN,FALSE,164569,406942,0.404404067
2016,MAINE,ME,US HOUSE,1,WRITEIN,,TRUE,276,406942,0.000678229
2016,MAINE,ME,US HOUSE,2,BLANK VOTE,,FALSE,12703,364886,0.034813613
2016,MAINE,ME,US HOUSE,2,BRUCE POLIQUIN,REPUBLICAN,FALSE,192878,364886,0.528597973
2016,MAINE,ME,US HOUSE,2,EMILY ANN CAIN,DEMOCRAT,FALSE,159081,364886,0.435974524
2016,MAINE,ME,US HOUSE,2,WRITEIN,,TRUE,224,364886,0.00061389
2016,MARYLAND,MD,US HOUSE,1,ANDY HARRIS,REPUBLICAN,FALSE,242574,362097,0.669914415
2016,MARYLAND,MD,US HOUSE,1,JOE WERNER,DEMOCRAT,FALSE,103622,362097,0.286171937
2016,MARYLAND,MD,US HOUSE,1,MATT BEERS,LIBERTARIAN,FALSE,15370,362097,0.04244719
2016,MARYLAND,MD,US HOUSE,1,WRITEIN,,TRUE,531,362097,0.001466458
2016,MARYLAND,MD,US HOUSE,2,C A DUTCH RUPPERSBERGER,DEMOCRAT,FALSE,192183,309480,0.620986817
2016,MARYLAND,MD,US HOUSE,2,KRISTIN S KASPRZAK,LIBERTARIAN,FALSE,14128,309480,0.045650769
2016,MARYLAND,MD,US HOUSE,2,PAT MCDONOUGH,REPUBLICAN,FALSE,102577,309480,0.331449528
2016,MARYLAND,MD,US HOUSE,2,WRITEIN,,TRUE,592,309480,0.001912886
2016,MARYLAND,MD,US HOUSE,3,JOHN P SARBANES,DEMOCRAT,FALSE,214640,339675,0.631898138
2016,MARYLAND,MD,US HOUSE,3,MARK PLASTER,REPUBLICAN,FALSE,115048,339675,0.338700228
2016,MARYLAND,MD,US HOUSE,3,NNABU EZE,GREEN,FALSE,9461,339675,0.027853095
2016,MARYLAND,MD,US HOUSE,3,WRITEIN,,TRUE,63,339675,0.000185471
2016,MARYLAND,MD,US HOUSE,3,WRITEIN,,TRUE,463,339675,0.001363068
2016,MARYLAND,MD,US HOUSE,4,ANTHONY G BROWN,DEMOCRAT,FALSE,237501,320650,0.740686106
2016,MARYLAND,MD,US HOUSE,4,BENJAMIN LEE KRAUSE,LIBERTARIAN,FALSE,5744,320650,0.017913613
2016,MARYLAND,MD,US HOUSE,4,GEORGE E MCDERMOTT,REPUBLICAN,FALSE,68670,320650,0.21415874
2016,MARYLAND,MD,US HOUSE,4,KAMESHA T CLARK,GREEN,FALSE,8204,320650,0.025585529
2016,MARYLAND,MD,US HOUSE,4,WRITEIN,,TRUE,513,320650,0.001599875
2016,MARYLAND,MD,US HOUSE,4,WRITEIN,,TRUE,18,320650,5.6136E-05
2016,MARYLAND,MD,US HOUSE,5,JASON SUMMERS,LIBERTARIAN,FALSE,11078,360634,0.030718124
2016,MARYLAND,MD,US HOUSE,5,MARK ARNESS,REPUBLICAN,FALSE,105931,360634,0.293735477
2016,MARYLAND,MD,US HOUSE,5,STENY H HOYER,DEMOCRAT,FALSE,242989,360634,0.673782838
2016,MARYLAND,MD,US HOUSE,5,WRITEIN,,TRUE,636,360634,0.001763561
2016,MARYLAND,MD,US HOUSE,6,AMIE HOEBER,REPUBLICAN,FALSE,133081,331973,0.400878987
2016,MARYLAND,MD,US HOUSE,6,DAVID L HOWSER,LIBERTARIAN,FALSE,6889,331973,0.020751688
2016,MARYLAND,MD,US HOUSE,6,GEORGE GLUCK,GREEN,FALSE,5824,331973,0.017543595
2016,MARYLAND,MD,US HOUSE,6,JOHN K DELANEY,DEMOCRAT,FALSE,185770,331973,0.559593702
2016,MARYLAND,MD,US HOUSE,6,WRITEIN,,TRUE,306,331973,0.000921762
2016,MARYLAND,MD,US HOUSE,6,WRITEIN,,TRUE,103,331973,0.000310266
2016,MARYLAND,MD,US HOUSE,7,CORROGAN R VAUGHN,REPUBLICAN,FALSE,69556,318912,0.218104054
2016,MARYLAND,MD,US HOUSE,7,ELIJAH E CUMMINGS,DEMOCRAT,FALSE,238838,318912,0.748915061
2016,MARYLAND,MD,US HOUSE,7,MYLES B HOENIG,GREEN,FALSE,9715,318912,0.030462949
2016,MARYLAND,MD,US HOUSE,7,WRITEIN,,TRUE,202,318912,0.000633404
2016,MARYLAND,MD,US HOUSE,7,WRITEIN,,TRUE,17,318912,5.33062E-05
2016,MARYLAND,MD,US HOUSE,7,WRITEIN,,TRUE,584,318912,0.001831226
2016,MARYLAND,MD,US HOUSE,8,DAN COX,REPUBLICAN,FALSE,124651,364324,0.342143257
2016,MARYLAND,MD,US HOUSE,8,JAMIE RASKIN,DEMOCRAT,FALSE,220657,364324,0.605661444
2016,MARYLAND,MD,US HOUSE,8,JASEN WUNDER,LIBERTARIAN,FALSE,7283,364324,0.019990448
2016,MARYLAND,MD,US HOUSE,8,NANCY WALLACE,GREEN,FALSE,11201,364324,0.030744612
2016,MARYLAND,MD,US HOUSE,8,WRITEIN,,TRUE,5,364324,1.3724E-05
2016,MARYLAND,MD,US HOUSE,8,WRITEIN,,TRUE,527,364324,0.001446515
2016,MASSACHUSETTS,MA,US HOUSE,1,BLANK VOTE,,FALSE,28137,349676,0.080465917
2016,MASSACHUSETTS,MA,US HOUSE,1,FREDERICK O MAYOCK,INDEPENDENT,FALSE,57504,349676,0.164449376
2016,MASSACHUSETTS,MA,US HOUSE,1,OTHER,,FALSE,721,349676,0.002061909
2016,MASSACHUSETTS,MA,US HOUSE,1,RICHARD E NEAL,DEMOCRAT,FALSE,235803,349676,0.67434711
2016,MASSACHUSETTS,MA,US HOUSE,1,THOMAS T SIMMONS,LIBERTARIAN,FALSE,27511,349676,0.078675688
2016,MASSACHUSETTS,MA,US HOUSE,2,BLANK VOTE,,FALSE,82786,363197,0.227936905
2016,MASSACHUSETTS,MA,US HOUSE,2,JAMES P MCGOVERN,DEMOCRAT,FALSE,275487,363197,0.758505715
2016,MASSACHUSETTS,MA,US HOUSE,2,OTHER,,FALSE,4924,363197,0.013557381
2016,MASSACHUSETTS,MA,US HOUSE,3,ANN WOFFORD,REPUBLICAN,FALSE,107519,360124,0.298561051
2016,MASSACHUSETTS,MA,US HOUSE,3,BLANK VOTE,,FALSE,15532,360124,0.043129589
2016,MASSACHUSETTS,MA,US HOUSE,3,NIKI TSONGAS,DEMOCRAT,FALSE,236713,360124,0.657309704
2016,MASSACHUSETTS,MA,US HOUSE,3,OTHER,,FALSE,360,360124,0.000999656
2016,MASSACHUSETTS,MA,US HOUSE,4,BLANK VOTE,,FALSE,16091,395304,0.040705381
2016,MASSACHUSETTS,MA,US HOUSE,4,DAVID A ROSA,REPUBLICAN,FALSE,113055,395304,0.285995082
2016,MASSACHUSETTS,MA,US HOUSE,4,JOSEPH P KENNEDY III,DEMOCRAT,FALSE,265823,395304,0.672452088
2016,MASSACHUSETTS,MA,US HOUSE,4,OTHER,,FALSE,335,395304,0.000847449
2016,MASSACHUSETTS,MA,US HOUSE,5,BLANK VOTE,,FALSE,95648,385455,0.248143104
2016,MASSACHUSETTS,MA,US HOUSE,5,KATHERINE M CLARK,DEMOCRAT,FALSE,285606,385455,0.740958088
2016,MASSACHUSETTS,MA,US HOUSE,5,OTHER,,FALSE,4201,385455,0.010898808
2016,MASSACHUSETTS,MA,US HOUSE,6,BLANK VOTE,,FALSE,101694,415749,0.244604317
2016,MASSACHUSETTS,MA,US HOUSE,6,OTHER,,FALSE,5132,415749,0.012343986
2016,MASSACHUSETTS,MA,US HOUSE,6,SETH MOULTON,DEMOCRAT,FALSE,308923,415749,0.743051697
2016,MASSACHUSETTS,MA,US HOUSE,7,BLANK VOTE,,FALSE,52734,309645,0.170304704
2016,MASSACHUSETTS,MA,US HOUSE,7,MICHAEL E CAPUANO,DEMOCRAT,FALSE,253354,309645,0.818207948
2016,MASSACHUSETTS,MA,US HOUSE,7,OTHER,,FALSE,3557,309645,0.011487348
2016,MASSACHUSETTS,MA,US HOUSE,8,BLANK VOTE,,FALSE,21744,396009,0.054907843
2016,MASSACHUSETTS,MA,US HOUSE,8,OTHER,,FALSE,502,396009,0.001267648
2016,MASSACHUSETTS,MA,US HOUSE,8,STEPHEN F LYNCH,DEMOCRAT,FALSE,271019,396009,0.68437586
2016,MASSACHUSETTS,MA,US HOUSE,8,WILLIAM BURKE,REPUBLICAN,FALSE,102744,396009,0.259448649
2016,MASSACHUSETTS,MA,US HOUSE,9,ANNA GRACE RADUC,UNENROLLED,FALSE,5320,403642,0.013179996
2016,MASSACHUSETTS,MA,US HOUSE,9,BLANK VOTE,,FALSE,23747,403642,0.058831836
2016,MASSACHUSETTS,MA,US HOUSE,9,CHRISTOPHER D CATALDO,UNENROLLED,FALSE,8338,403642,0.020656919
2016,MASSACHUSETTS,MA,US HOUSE,9,MARK C ALLIEGRO,REPUBLICAN,FALSE,127803,403642,0.316624633
2016,MASSACHUSETTS,MA,US HOUSE,9,OTHER,,FALSE,411,403642,0.001018229
2016,MASSACHUSETTS,MA,US HOUSE,9,PAUL J HARRINGTON,INDEPENDENT,FALSE,26233,403642,0.064990759
2016,MASSACHUSETTS,MA,US HOUSE,9,WILLIAM R KEATING,DEMOCRAT,FALSE,211790,403642,0.524697628
2016,MICHIGAN,MI,US HOUSE,1,DIANE BOSTOW,LIBERTARIAN,FALSE,13386,360271,0.037155364
2016,MICHIGAN,MI,US HOUSE,1,ELLIS BOAL,GREEN,FALSE,4774,360271,0.013251136
2016,MICHIGAN,MI,US HOUSE,1,JACK BERGMAN,REPUBLICAN,FALSE,197777,360271,0.548967305
2016,MICHIGAN,MI,US HOUSE,1,LON JOHNSON,DEMOCRAT,FALSE,144334,360271,0.400626195
2016,MICHIGAN,MI,US HOUSE,2,BILL HUIZENGA,REPUBLICAN,FALSE,212508,339328,0.626261316
2016,MICHIGAN,MI,US HOUSE,2,DENNIS B MURPHY,DEMOCRAT,FALSE,110391,339328,0.325322402
2016,MICHIGAN,MI,US HOUSE,2,ERWIN J HAAS,LIBERTARIAN,FALSE,8154,339328,0.024029847
2016,MICHIGAN,MI,US HOUSE,2,MATTHEW A BRADY,GREEN,FALSE,5353,339328,0.015775297
2016,MICHIGAN,MI,US HOUSE,2,RONALD E GRAESE,U.S. TAXPAYERS,FALSE,2904,339328,0.008558091
2016,MICHIGAN,MI,US HOUSE,2,WRITEIN,,TRUE,18,339328,5.3046E-05
2016,MICHIGAN,MI,US HOUSE,3,DOUGLAS SMITH,DEMOCRAT,FALSE,128400,342365,0.375038336
2016,MICHIGAN,MI,US HOUSE,3,JUSTIN AMASH,REPUBLICAN,FALSE,203545,342365,0.59452631
2016,MICHIGAN,MI,US HOUSE,3,TED GERRARD,U.S. TAXPAYERS,FALSE,10420,342365,0.030435354
2016,MICHIGAN,MI,US HOUSE,4,DEBRA WIRTH,DEMOCRAT,FALSE,101277,315751,0.320749578
2016,MICHIGAN,MI,US HOUSE,4,GEORGE M ZIMMER,U.S. TAXPAYERS,FALSE,5595,315751,0.017719659
2016,MICHIGAN,MI,US HOUSE,4,JOHN R MOOLENAAR,REPUBLICAN,FALSE,194572,315751,0.616219743
2016,MICHIGAN,MI,US HOUSE,4,JORDAN SALVI,GREEN,FALSE,3953,315751,0.012519359
2016,MICHIGAN,MI,US HOUSE,4,KEITH BUTKOVICH,NATURAL LAW,FALSE,1838,315751,0.005821043
2016,MICHIGAN,MI,US HOUSE,4,LEONARD SCHWARTZ,LIBERTARIAN,FALSE,8516,315751,0.026970619
2016,MICHIGAN,MI,US HOUSE,5,AL HARDWICK,REPUBLICAN,FALSE,112102,319291,0.351096649
2016,MICHIGAN,MI,US HOUSE,5,DANIEL T KILDEE,DEMOCRAT,FALSE,195279,319291,0.611601956
2016,MICHIGAN,MI,US HOUSE,5,HARLEY MIKKELSON,GREEN,FALSE,4904,319291,0.01535903
2016,MICHIGAN,MI,US HOUSE,5,STEVE SLUKA,LIBERTARIAN,FALSE,7006,319291,0.021942366
2016,MICHIGAN,MI,US HOUSE,6,FRED UPTON,REPUBLICAN,FALSE,193259,329565,0.586406323
2016,MICHIGAN,MI,US HOUSE,6,LORENCE WENKE,LIBERTARIAN,FALSE,16248,329565,0.049301352
2016,MICHIGAN,MI,US HOUSE,6,PAUL CLEMENTS,DEMOCRAT,FALSE,119980,329565,0.364055649
2016,MICHIGAN,MI,US HOUSE,6,WRITEIN,,TRUE,78,329565,0.000236676
2016,MICHIGAN,MI,US HOUSE,7,GRETCHEN D DRISKELL,DEMOCRAT,FALSE,134010,334807,0.400260449
2016,MICHIGAN,MI,US HOUSE,7,KEN PROCTOR,LIBERTARIAN,FALSE,16476,334807,0.049210441
2016,MICHIGAN,MI,US HOUSE,7,TIM WALBERG,REPUBLICAN,FALSE,184321,334807,0.550529111
2016,MICHIGAN,MI,US HOUSE,8,JEFF WOOD,LIBERTARIAN,FALSE,9619,366968,0.026212095
2016,MICHIGAN,MI,US HOUSE,8,JEREMY BURGESS,NATURAL LAW,FALSE,2250,366968,0.006131325
2016,MICHIGAN,MI,US HOUSE,8,MARIA GREEN,GREEN,FALSE,5679,366968,0.015475464
2016,MICHIGAN,MI,US HOUSE,8,MIKE BISHOP,REPUBLICAN,FALSE,205629,366968,0.560345861
2016,MICHIGAN,MI,US HOUSE,8,SUZANNA SHKRELI,DEMOCRAT,FALSE,143791,366968,0.391835255
2016,MICHIGAN,MI,US HOUSE,9,CHRISTOPHER R MORSE,REPUBLICAN,FALSE,128937,344775,0.373974331
2016,MICHIGAN,MI,US HOUSE,9,JOHN V MCDERMOTT,GREEN,FALSE,6614,344775,0.019183525
2016,MICHIGAN,MI,US HOUSE,9,MATTHEW ORLANDO,LIBERTARIAN,FALSE,9563,344775,0.02773693
2016,MICHIGAN,MI,US HOUSE,9,SANDER M LEVIN,DEMOCRAT,FALSE,199661,344775,0.579105214
2016,MICHIGAN,MI,US HOUSE,10,BENJAMIN NOFS,GREEN,FALSE,5127,340983,0.01503594
2016,MICHIGAN,MI,US HOUSE,10,FRANK ACCAVITTI JR,DEMOCRAT,FALSE,110112,340983,0.32292519
2016,MICHIGAN,MI,US HOUSE,10,LISA LANE GIOIA,LIBERTARIAN,FALSE,10612,340983,0.031121786
2016,MICHIGAN,MI,US HOUSE,10,PAUL MITCHELL,REPUBLICAN,FALSE,215132,340983,0.630917084
2016,MICHIGAN,MI,US HOUSE,11,ANIL KUMAR,DEMOCRAT,FALSE,152461,379488,0.401754469
2016,MICHIGAN,MI,US HOUSE,11,DAVID A TROTT,REPUBLICAN,FALSE,200872,379488,0.52932372
2016,MICHIGAN,MI,US HOUSE,11,JONATHAN RAY OSMENT,LIBERTARIAN,FALSE,9545,379488,0.02515231
2016,MICHIGAN,MI,US HOUSE,11,KERRY BENT IVOLIO,NONE,FALSE,16610,379488,0.0437695
2016,MICHIGAN,MI,US HOUSE,12,DEBBIE DINGELL,DEMOCRAT,FALSE,211378,328542,0.643381972
2016,MICHIGAN,MI,US HOUSE,12,DYLAN CALEWARTS,GREEN,FALSE,4377,328542,0.013322498
2016,MICHIGAN,MI,US HOUSE,12,GARY WALKOWICZ,WORKING CLASS,FALSE,9183,328542,0.027950764
2016,MICHIGAN,MI,US HOUSE,12,JEFF JONES,REPUBLICAN,FALSE,96104,328542,0.292516634
2016,MICHIGAN,MI,US HOUSE,12,TOM BAGWELL,LIBERTARIAN,FALSE,7489,328542,0.02279465
2016,MICHIGAN,MI,US HOUSE,12,WRITEIN,,TRUE,11,328542,3.34813E-05
2016,MICHIGAN,MI,US HOUSE,13,JEFF GORMAN,REPUBLICAN,FALSE,40541,257797,0.157259394
2016,MICHIGAN,MI,US HOUSE,13,JOHN CONYERS JR,DEMOCRAT,FALSE,198771,257797,0.771036901
2016,MICHIGAN,MI,US HOUSE,13,SAM JOHNSON,WORKING CLASS,FALSE,8835,257797,0.034271151
2016,MICHIGAN,MI,US HOUSE,13,TIFFANY HAYDEN,LIBERTARIAN,FALSE,9648,257797,0.037424795
2016,MICHIGAN,MI,US HOUSE,13,WRITEIN,,TRUE,2,257797,7.75804E-06
2016,MICHIGAN,MI,US HOUSE,14,BRENDA L LAWRENCE,DEMOCRAT,FALSE,244135,310974,0.785065632
2016,MICHIGAN,MI,US HOUSE,14,GREGORY CRESWELL,LIBERTARIAN,FALSE,4893,310974,0.015734434
2016,MICHIGAN,MI,US HOUSE,14,HOWARD KLAUSNER,REPUBLICAN,FALSE,58103,310974,0.186841987
2016,MICHIGAN,MI,US HOUSE,14,MARCIA SQUIER,GREEN,FALSE,3843,310974,0.012357946
2016,MINNESOTA,MN,US HOUSE,1,JIM HAGEDORN,REPUBLICAN,FALSE,166524,335873,0.495794541
2016,MINNESOTA,MN,US HOUSE,1,TIMOTHY J WALZ,DEMOCRAT,FALSE,169071,335873,0.503377765
2016,MINNESOTA,MN,US HOUSE,1,WRITEIN,,TRUE,278,335873,0.000827694
2016,MINNESOTA,MN,US HOUSE,2,ANGIE CRAIG,DEMOCRATIC-FARMER-LABOR,FALSE,167315,370515,0.45157416
2016,MINNESOTA,MN,US HOUSE,2,JASON LEWIS,REPUBLICAN,FALSE,173970,370515,0.469535646
2016,MINNESOTA,MN,US HOUSE,2,PAULA OVERBY,INDEPENDENCE,FALSE,28870,370515,0.077918573
2016,MINNESOTA,MN,US HOUSE,2,WRITEIN,,TRUE,360,370515,0.000971621
2016,MINNESOTA,MN,US HOUSE,3,ERIK PAULSEN,REPUBLICAN,FALSE,223075,393457,0.566961574
2016,MINNESOTA,MN,US HOUSE,3,TERRI E BONOFF,DEMOCRATIC-FARMER-LABOR,FALSE,169238,393457,0.430130866
2016,MINNESOTA,MN,US HOUSE,3,WRITEIN,,TRUE,1144,393457,0.00290756
2016,MINNESOTA,MN,US HOUSE,4,BETTY MCCOLLUM,DEMOCRAT,FALSE,203299,351945,0.577644234
2016,MINNESOTA,MN,US HOUSE,4,GREG RYAN,REPUBLICAN,FALSE,121033,351945,0.343897484
2016,MINNESOTA,MN,US HOUSE,4,SUSAN PENDERGAST SINDT,LEGAL MARIJUANA NOW,FALSE,27152,351945,0.077148418
2016,MINNESOTA,MN,US HOUSE,4,WRITEIN,,TRUE,461,351945,0.001309864
2016,MINNESOTA,MN,US HOUSE,5,DENNIS SCHULLER,LEGAL MARIJUANA NOW,FALSE,30759,361875,0.084998964
2016,MINNESOTA,MN,US HOUSE,5,FRANK NELSON DRAKE,REPUBLICAN,FALSE,80660,361875,0.222894646
2016,MINNESOTA,MN,US HOUSE,5,KEITH ELLISON,DEMOCRAT,FALSE,249957,361875,0.690727461
2016,MINNESOTA,MN,US HOUSE,5,WRITEIN,,TRUE,499,361875,0.001378929
2016,MINNESOTA,MN,US HOUSE,6,DAVID SNYDER,DEMOCRATIC-FARMER-LABOR,FALSE,123010,358930,0.342713064
2016,MINNESOTA,MN,US HOUSE,6,TOM EMMER,REPUBLICAN,FALSE,235385,358930,0.655796395
2016,MINNESOTA,MN,US HOUSE,6,WRITEIN,,TRUE,535,358930,0.001490541
2016,MINNESOTA,MN,US HOUSE,7,COLLIN C PETERSON,DEMOCRAT,FALSE,173572,330823,0.524667269
2016,MINNESOTA,MN,US HOUSE,7,DAVE HUGHES,REPUBLICAN,FALSE,156944,330823,0.474404742
2016,MINNESOTA,MN,US HOUSE,7,WRITEIN,,TRUE,307,330823,0.000927989
2016,MINNESOTA,MN,US HOUSE,8,RICHARD M NOLAN,DEMOCRAT,FALSE,179097,356971,0.501713024
2016,MINNESOTA,MN,US HOUSE,8,STEWART MILLS,REPUBLICAN,FALSE,177088,356971,0.496085116
2016,MINNESOTA,MN,US HOUSE,8,WRITEIN,,TRUE,786,356971,0.00220186
2016,MISSISSIPPI,MS,US HOUSE,1,CATHY L TOOLE,REFORM,FALSE,3840,300423,0.012781977
2016,MISSISSIPPI,MS,US HOUSE,1,CHASE WILSON,LIBERTARIAN,FALSE,6181,300423,0.020574324
2016,MISSISSIPPI,MS,US HOUSE,1,JACOB OWENS,DEMOCRAT,FALSE,83947,300423,0.279429338
2016,MISSISSIPPI,MS,US HOUSE,1,TRENT KELLY,REPUBLICAN,FALSE,206455,300423,0.687214361
2016,MISSISSIPPI,MS,US HOUSE,2,BENNIE G THOMPSON,DEMOCRAT,FALSE,192343,286626,0.67105915
2016,MISSISSIPPI,MS,US HOUSE,2,JOHN BOUIE II,REPUBLICAN,FALSE,83542,286626,0.291466929
2016,MISSISSIPPI,MS,US HOUSE,2,JOHNNY MCLEOD,REFORM,FALSE,3823,286626,0.013337939
2016,MISSISSIPPI,MS,US HOUSE,2,TROY RAY,INDEPENDENT,FALSE,6918,286626,0.024135982
2016,MISSISSIPPI,MS,US HOUSE,3,DENNIS QUINN,DEMOCRAT,FALSE,96101,316445,0.303689425
2016,MISSISSIPPI,MS,US HOUSE,3,GREGG HARPER,REPUBLICAN,FALSE,209490,316445,0.662010776
2016,MISSISSIPPI,MS,US HOUSE,3,LAJENA SHEETS,REFORM,FALSE,2158,316445,0.00681951
2016,MISSISSIPPI,MS,US HOUSE,3,ROGER I GERRARD,VETERANS PARTY OF AMERICA,FALSE,8696,316445,0.027480289
2016,MISSISSIPPI,MS,US HOUSE,4,MARK GLADNEY,DEMOCRAT,FALSE,77505,278779,0.278015919
2016,MISSISSIPPI,MS,US HOUSE,4,RICHARD BLAKE MCCLUSKEY,LIBERTARIAN,FALSE,14687,278779,0.052683308
2016,MISSISSIPPI,MS,US HOUSE,4,SHAWN O'HARA,REFORM,FALSE,5264,278779,0.01888234
2016,MISSISSIPPI,MS,US HOUSE,4,STEVEN M PALAZZO,REPUBLICAN,FALSE,181323,278779,0.650418432
2016,MISSOURI,MO,US HOUSE,1,ROBB E CUNNINGHAM,LIBERTARIAN,FALSE,14317,314024,0.045592057
2016,MISSOURI,MO,US HOUSE,1,STEVEN G BAILEY,REPUBLICAN,FALSE,62714,314024,0.19971085
2016,MISSOURI,MO,US HOUSE,1,WM LACY CLAY,DEMOCRAT,FALSE,236993,314024,0.754697093
2016,MISSOURI,MO,US HOUSE,2,ANN WAGNER,REPUBLICAN,FALSE,241954,413296,0.585425458
2016,MISSOURI,MO,US HOUSE,2,BILL OTTO,DEMOCRAT,FALSE,155689,413296,0.37670096
2016,MISSOURI,MO,US HOUSE,2,DAVID JUSTUS ARNOLD,GREEN,FALSE,3895,413296,0.009424238
2016,MISSOURI,MO,US HOUSE,2,JIM HIGGINS,LIBERTARIAN,FALSE,11758,413296,0.028449344
2016,MISSOURI,MO,US HOUSE,3,BLAINE LUETKEMEYER,REPUBLICAN,FALSE,249865,368333,0.67836713
2016,MISSOURI,MO,US HOUSE,3,DAN HOGAN,LIBERTARIAN,FALSE,11962,368333,0.032476047
2016,MISSOURI,MO,US HOUSE,3,DOANITA SIMMONS,CONSTITUTION,FALSE,3605,368333,0.009787339
2016,MISSOURI,MO,US HOUSE,3,KEVIN MILLER,DEMOCRAT,FALSE,102891,368333,0.279342334
2016,MISSOURI,MO,US HOUSE,3,WRITEIN,,TRUE,10,368333,2.71493E-05
2016,MISSOURI,MO,US HOUSE,4,GORDON CHRISTENSEN,DEMOCRAT,FALSE,92510,332234,0.278448323
2016,MISSOURI,MO,US HOUSE,4,MARK BLISS,LIBERTARIAN,FALSE,14376,332234,0.043270707
2016,MISSOURI,MO,US HOUSE,4,VICKY HARTZLER,REPUBLICAN,FALSE,225348,332234,0.678280971
2016,MISSOURI,MO,US HOUSE,5,EMANUEL CLEAVER,DEMOCRAT,FALSE,190766,324270,0.588293706
2016,MISSOURI,MO,US HOUSE,5,JACOB TURK,REPUBLICAN,FALSE,123771,324270,0.381691183
2016,MISSOURI,MO,US HOUSE,5,ROY WELBORN,LIBERTARIAN,FALSE,9733,324270,0.030015111
2016,MISSOURI,MO,US HOUSE,6,DAVID M BLACKWELL,DEMOCRAT,FALSE,99692,350444,0.284473411
2016,MISSOURI,MO,US HOUSE,6,MIKE DIEL,GREEN,FALSE,4241,350444,0.012101791
2016,MISSOURI,MO,US HOUSE,6,RUSS LEE MONCHIL,LIBERTARIAN,FALSE,8123,350444,0.023179167
2016,MISSOURI,MO,US HOUSE,6,SAM GRAVES,REPUBLICAN,FALSE,238388,350444,0.680245631
2016,MISSOURI,MO,US HOUSE,7,BENJAMIN T BRIXEY,LIBERTARIAN,FALSE,17153,338607,0.050657547
2016,MISSOURI,MO,US HOUSE,7,BILLY LONG,REPUBLICAN,FALSE,228692,338607,0.675390645
2016,MISSOURI,MO,US HOUSE,7,"GENEVIEVE ""GEN"" WILLIAMS",DEMOCRAT,FALSE,92756,338607,0.273934089
2016,MISSOURI,MO,US HOUSE,7,WRITEIN,,TRUE,6,338607,1.77197E-05
2016,MISSOURI,MO,US HOUSE,8,DAVE COWELL,DEMOCRAT,FALSE,70009,308871,0.226660968
2016,MISSOURI,MO,US HOUSE,8,JASON SMITH,REPUBLICAN,FALSE,229792,308871,0.743974022
2016,MISSOURI,MO,US HOUSE,8,JONATHAN SHELL,LIBERTARIAN,FALSE,9070,308871,0.02936501
