year,state,state_po,office,district,candidate,party,writein,candidatevotes,totalvotes,percentvotes
2016,MONTANA,MT,US HOUSE,0,DENISE JUNEAU,DEMOCRAT,FALSE,205919,507831,0.405487259
2016,MONTANA,MT,US HOUSE,0,RICK BRECKENRIDGE,LIBERTARIAN,FALSE,16554,507831,0.032597459
2016,MONTANA,MT,US HOUSE,0,RYAN K ZINKE,REPUBLICAN,FALSE,285358,507831,0.561915283
2016,NEBRASKA,NE,US HOUSE,1,DANIEL M WIK,DEMOCRAT,FALSE,83467,273238,0.305473616
2016,NEBRASKA,NE,US HOUSE,1,JEFF FORTENBERRY,REPUBLICAN,FALSE,189771,273238,0.694526384
2016,NEBRASKA,NE,US HOUSE,2,BRAD ASHFORD,DEMOCRAT,FALSE,137602,288308,0.477274304
2016,NEBRASKA,NE,US HOUSE,2,DON BACON,REPUBLICAN,FALSE,141066,288308,0.489289232
2016,NEBRASKA,NE,US HOUSE,2,STEVEN LAIRD,LIBERTARIAN,FALSE,9640,288308,0.033436464
2016,NEBRASKA,NE,US HOUSE,3,ADRIAN SMITH,REPUBLICAN,FALSE,226720,226720,1
2016,NEVADA,NV,US HOUSE,1,DINA TITUS,DEMOCRAT,FALSE,116537,188352,0.618719207
2016,NEVADA,NV,US HOUSE,1,KAMAU A BAKARI,INDEPENDENT AMERICAN,FALSE,3744,188352,0.019877676
2016,NEVADA,NV,US HOUSE,1,MARY PERRY,REPUBLICAN,FALSE,54174,188352,0.28762105
2016,NEVADA,NV,US HOUSE,1,REUBEN D'SILVA,NONE,FALSE,13897,188352,0.073782068
2016,NEVADA,NV,US HOUSE,2,DREW KNIGHT,NONE,FALSE,6245,313336,0.019930681
2016,NEVADA,NV,US HOUSE,2,"H D ""CHIP"" EVANS",DEMOCRAT,FALSE,115722,313336,0.369322389
2016,NEVADA,NV,US HOUSE,2,JOHN H EVERHART,INDEPENDENT AMERICAN,FALSE,8693,313336,0.027743381
2016,NEVADA,NV,US HOUSE,2,MARK E AMODEI,REPUBLICAN,FALSE,182676,313336,0.583003549
2016,NEVADA,NV,US HOUSE,3,DANNY TARKANIAN,REPUBLICAN,FALSE,142926,310963,0.459623814
2016,NEVADA,NV,US HOUSE,3,DAVID GOOSSEN,NONE,FALSE,9566,310963,0.030762502
2016,NEVADA,NV,US HOUSE,3,JACKY ROSEN,DEMOCRAT,FALSE,146869,310963,0.472303779
2016,NEVADA,NV,US HOUSE,3,WARREN MARKOWITZ,INDEPENDENT AMERICAN,FALSE,11602,310963,0.037309905
2016,NEVADA,NV,US HOUSE,4,CRESENT HARDY,REPUBLICAN,FALSE,118328,265846,0.445099795
2016,NEVADA,NV,US HOUSE,4,MIKE LITTLE,INDEPENDENT AMERICAN,FALSE,8327,265846,0.031322645
2016,NEVADA,NV,US HOUSE,4,RUBEN KIHUEN,DEMOCRAT,FALSE,128985,265846,0.485186913
2016,NEVADA,NV,US HOUSE,4,STEVE BROWN,LIBERTARIAN,FALSE,10206,265846,0.038390647
2016,NEW HAMPSHIRE,NH,US HOUSE,1,BRENDAN KELLY,INDEPENDENT,FALSE,6074,365984,0.016596354
2016,NEW HAMPSHIRE,NH,US HOUSE,1,CAROL SHEA-PORTER,DEMOCRAT,FALSE,162080,365984,0.44286089
2016,NEW HAMPSHIRE,NH,US HOUSE,1,FRANK C GUINTA,REPUBLICAN,FALSE,157176,365984,0.429461397
2016,NEW HAMPSHIRE,NH,US HOUSE,1,ROBERT LOMBARDO,LIBERTARIAN,FALSE,5507,365984,0.015047106
2016,NEW HAMPSHIRE,NH,US HOUSE,1,SHAWN P O'CONNOR,INDEPENDENT,FALSE,34735,365984,0.094908521
2016,NEW HAMPSHIRE,NH,US HOUSE,1,WRITEIN,,TRUE,194,365984,0.000530078
2016,NEW HAMPSHIRE,NH,US HOUSE,1,WRITEIN,,TRUE,55,365984,0.00015028
2016,NEW HAMPSHIRE,NH,US HOUSE,1,WRITEIN,,TRUE,163,365984,0.000445375
2016,NEW HAMPSHIRE,NH,US HOUSE,2,ANN M KUSTER,DEMOCRAT,FALSE,174371,350509,0.49747938
2016,NEW HAMPSHIRE,NH,US HOUSE,2,JIM LAWRENCE,REPUBLICAN,FALSE,158825,350509,0.453126739
2016,NEW HAMPSHIRE,NH,US HOUSE,2,JOHN J BABIARZ,INDEPENDENT,FALSE,17076,350509,0.048717722
2016,NEW HAMPSHIRE,NH,US HOUSE,2,WRITEIN,,TRUE,237,350509,0.00067616
2016,NEW JERSEY,NJ,US HOUSE,1,BOB PATTERSON,REPUBLICAN,FALSE,112388,305473,0.367914677
2016,NEW JERSEY,NJ,US HOUSE,1,DONALD NORCROSS,DEMOCRAT,FALSE,183231,305473,0.599827153
2016,NEW JERSEY,NJ,US HOUSE,1,MICHAEL BERMAN,AMERICANINDEPENDENTS,FALSE,1971,305473,0.006452289
2016,NEW JERSEY,NJ,US HOUSE,1,SCOT JOHN TOMASZEWSKI,SOCIALIST,FALSE,5473,305473,0.017916477
2016,NEW JERSEY,NJ,US HOUSE,1,WILLIAM F SIHR IV,LIBERTARIAN,FALSE,2410,305473,0.007889404
2016,NEW JERSEY,NJ,US HOUSE,2,DAVID H COLE,DEMOCRAT,FALSE,110838,297795,0.372195638
2016,NEW JERSEY,NJ,US HOUSE,2,ERIC BEECHWOOD,PEOPLE'S INDEPENDENT PROGRESSIVE,FALSE,1387,297795,0.004657566
2016,NEW JERSEY,NJ,US HOUSE,2,FRANK A LOBIONDO,REPUBLICAN,FALSE,176338,297795,0.592145604
2016,NEW JERSEY,NJ,US HOUSE,2,GABRIEL BRIAN FRANCO,FOR POLITICAL REVOLUTION,FALSE,1232,297795,0.004137074
2016,NEW JERSEY,NJ,US HOUSE,2,JAMES KEENAN,MAKE GOVERNMENT WORK,FALSE,2653,297795,0.008908813
2016,NEW JERSEY,NJ,US HOUSE,2,JOHN ORDILLE,LIBERTARIAN,FALSE,3773,297795,0.01266979
2016,NEW JERSEY,NJ,US HOUSE,2,STEVEN FENICHEL,REPRESENTING THE 99%,FALSE,1574,297795,0.005285515
2016,NEW JERSEY,NJ,US HOUSE,3,FREDERICK JOHN LAVERGNE,DEMOCRAT,FALSE,127526,328060,0.388727672
2016,NEW JERSEY,NJ,US HOUSE,3,LAWRENCE W BERLINSKI JR,CONSTITUTION,FALSE,5938,328060,0.018100347
2016,NEW JERSEY,NJ,US HOUSE,3,THOMAS MACARTHUR,REPUBLICAN,FALSE,194596,328060,0.593171981
2016,NEW JERSEY,NJ,US HOUSE,4,CHRISTOPHER H SMITH,REPUBLICAN,FALSE,211992,332684,0.637217299
2016,NEW JERSEY,NJ,US HOUSE,4,HANK SCHROEDER,ECONOMIC GROWTH,FALSE,5840,332684,0.017554196
2016,NEW JERSEY,NJ,US HOUSE,4,JEREMY MARCUS,LIBERTARIAN,FALSE,3320,332684,0.00997944
2016,NEW JERSEY,NJ,US HOUSE,4,LORNA PHILLIPSON,DEMOCRAT,FALSE,111532,332684,0.335249065
2016,NEW JERSEY,NJ,US HOUSE,5,CLAUDIO BELUSIC,LIBERTARIAN,FALSE,7424,337701,0.021983944
2016,NEW JERSEY,NJ,US HOUSE,5,JOSHUA S GOTTHEIMER,DEMOCRAT,FALSE,172587,337701,0.511064522
2016,NEW JERSEY,NJ,US HOUSE,5,SCOTT GARRETT,REPUBLICAN,FALSE,157690,337701,0.466951534
2016,NEW JERSEY,NJ,US HOUSE,6,BRENT SONNEK-SCHMELZ,REPUBLICAN,FALSE,91908,263435,0.348883026
2016,NEW JERSEY,NJ,US HOUSE,6,FRANK PALLONE JR,DEMOCRAT,FALSE,167895,263435,0.637329892
2016,NEW JERSEY,NJ,US HOUSE,6,JUDITH SHAMY,LIBERTARIAN,FALSE,1720,263435,0.006529125
2016,NEW JERSEY,NJ,US HOUSE,6,RAJIT B MALLIAH,GREEN,FALSE,1912,263435,0.007257957
2016,NEW JERSEY,NJ,US HOUSE,7,ARTHUR T HAUSSMANN JR,CONSERVATIVE,FALSE,4254,343635,0.012379414
2016,NEW JERSEY,NJ,US HOUSE,7,DAN O'NEILL,LIBERTARIAN,FALSE,5343,343635,0.015548474
2016,NEW JERSEY,NJ,US HOUSE,7,LEONARD LANCE,REPUBLICAN,FALSE,185850,343635,0.54083548
2016,NEW JERSEY,NJ,US HOUSE,7,PETER JACOB,DEMOCRAT,FALSE,148188,343635,0.431236632
2016,NEW JERSEY,NJ,US HOUSE,8,AGHA KHAN,REPUBLICAN,FALSE,32337,174889,0.184900137
2016,NEW JERSEY,NJ,US HOUSE,8,ALBIO SIRES,DEMOCRAT,FALSE,134733,174889,0.770391505
2016,NEW JERSEY,NJ,US HOUSE,8,DAN DELANEY,LIBERTARIAN,FALSE,3438,174889,0.019658183
2016,NEW JERSEY,NJ,US HOUSE,8,PABLO OLIVERA,WAKE UP AMERICA,FALSE,4381,174889,0.025050175
2016,NEW JERSEY,NJ,US HOUSE,9,BILL PASCRELL JR,DEMOCRAT,FALSE,162642,233242,0.69731009
2016,NEW JERSEY,NJ,US HOUSE,9,DIEGO RIVERA,LIBERTARIAN,FALSE,3327,233242,0.014264155
2016,NEW JERSEY,NJ,US HOUSE,9,HECTOR L CASTILLO,REPUBLICAN,FALSE,65376,233242,0.280292572
2016,NEW JERSEY,NJ,US HOUSE,9,JEFF BOSS,NSA DID 911,FALSE,1897,233242,0.008133184
2016,NEW JERSEY,NJ,US HOUSE,10,AARON WALTER FRASER,NEW BEGINNING'S,FALSE,1746,222771,0.007837645
2016,NEW JERSEY,NJ,US HOUSE,10,DAVID H PINCKNEY,REPUBLICAN,FALSE,26450,222771,0.118731792
2016,NEW JERSEY,NJ,US HOUSE,10,DONALD M PAYNE JR,DEMOCRAT,FALSE,190856,222771,0.85673629
2016,NEW JERSEY,NJ,US HOUSE,10,JOANNE MILLER,WOMEN OF POWER,FALSE,3719,222771,0.016694273
2016,NEW JERSEY,NJ,US HOUSE,11,JEFF HETRICK,LIBERTARIAN,FALSE,3475,334992,0.010373382
2016,NEW JERSEY,NJ,US HOUSE,11,JOSEPH M WENZEL,DEMOCRAT,FALSE,130162,334992,0.388552562
2016,NEW JERSEY,NJ,US HOUSE,11,RODNEY P FRELINGHUYSEN,REPUBLICAN,FALSE,194299,334992,0.580010866
2016,NEW JERSEY,NJ,US HOUSE,11,THOMAS DEPASQUALE,FINANCIAL INDEPENDENCE,FALSE,7056,334992,0.02106319
2016,NEW JERSEY,NJ,US HOUSE,12,BONNIE WATSON COLEMAN,DEMOCRAT,FALSE,181430,288634,0.628581525
2016,NEW JERSEY,NJ,US HOUSE,12,MICHAEL R BOLLENTIN,WE THE PEOPLE,FALSE,1311,288634,0.004542084
2016,NEW JERSEY,NJ,US HOUSE,12,R EDWARD FORCHION,LEGALIZE MARIJUANA PARTY,FALSE,6094,288634,0.021113244
2016,NEW JERSEY,NJ,US HOUSE,12,ROBERT SHAPIRO,TEDDY ROOSEVELT PROGRESSIVE,FALSE,2775,288634,0.009614252
2016,NEW JERSEY,NJ,US HOUSE,12,STEVEN J UCCIO,REPUBLICAN,FALSE,92407,288634,0.320152858
2016,NEW JERSEY,NJ,US HOUSE,12,STEVEN WELZER,GREEN,FALSE,2135,288634,0.007396911
2016,NEW JERSEY,NJ,US HOUSE,12,THOMAS FITZPATRICK,LIBERTARIAN,FALSE,2482,288634,0.008599126
2016,NEW MEXICO,NM,US HOUSE,1,MICHELLE LUJAN GRISHAM,DEMOCRAT,FALSE,181088,277967,0.651473017
2016,NEW MEXICO,NM,US HOUSE,1,RICHARD GREGORY PRIEM,REPUBLICAN,FALSE,96879,277967,0.348526983
2016,NEW MEXICO,NM,US HOUSE,2,MERRIE LEE SOULES,DEMOCRAT,FALSE,85232,228817,0.372489806
2016,NEW MEXICO,NM,US HOUSE,2,STEVAN PEARCE,REPUBLICAN,FALSE,143515,228817,0.627204272
2016,NEW MEXICO,NM,US HOUSE,2,WRITEIN,,TRUE,70,228817,0.000305921
2016,NEW MEXICO,NM,US HOUSE,3,BEN RAY LUJAN,DEMOCRAT,FALSE,170612,273342,0.624170453
2016,NEW MEXICO,NM,US HOUSE,3,MICHAEL H ROMERO,REPUBLICAN,FALSE,102730,273342,0.375829547
2016,NEW YORK,NY,US HOUSE,1,ANNA E THRONE-HOLST,DEMOCRAT,FALSE,126635,341554,0.370761285
2016,NEW YORK,NY,US HOUSE,1,ANNA E THRONE-HOLST,WOMEN'S EQUALITY,FALSE,2496,341554,0.007307776
2016,NEW YORK,NY,US HOUSE,1,ANNA E THRONE-HOLST,WORKING FAMILIES,FALSE,6147,341554,0.017997154
2016,NEW YORK,NY,US HOUSE,1,BLANK VOTE,,FALSE,17542,341554,0.051359375
2016,NEW YORK,NY,US HOUSE,1,LEE M ZELDIN,CONSERVATIVE,FALSE,23327,341554,0.068296668
2016,NEW YORK,NY,US HOUSE,1,LEE M ZELDIN,INDEPENDENCE,FALSE,5920,341554,0.017332545
2016,NEW YORK,NY,US HOUSE,1,LEE M ZELDIN,REFORM,FALSE,843,341554,0.002468131
2016,NEW YORK,NY,US HOUSE,1,LEE M ZELDIN,REPUBLICAN,FALSE,158409,341554,0.463789035
2016,NEW YORK,NY,US HOUSE,1,VOID VOTE,,FALSE,122,341554,0.000357191
2016,NEW YORK,NY,US HOUSE,1,WRITEIN,,TRUE,113,341554,0.000330841
2016,NEW YORK,NY,US HOUSE,2,BLANK VOTE,,FALSE,24660,317552,0.077656573
2016,NEW YORK,NY,US HOUSE,2,DUWAYNE GREGORY,DEMOCRAT,FALSE,102270,317552,0.32205749
2016,NEW YORK,NY,US HOUSE,2,DUWAYNE GREGORY,INDEPENDENCE,FALSE,3213,317552,0.010118028
2016,NEW YORK,NY,US HOUSE,2,DUWAYNE GREGORY,WOMEN'S EQUALITY,FALSE,1438,317552,0.004528392
2016,NEW YORK,NY,US HOUSE,2,DUWAYNE GREGORY,WORKING FAMILIES,FALSE,4017,317552,0.012649897
2016,NEW YORK,NY,US HOUSE,2,PETER T KING,CONSERVATIVE,FALSE,21810,317552,0.068681665
2016,NEW YORK,NY,US HOUSE,2,PETER T KING,REFORM,FALSE,2125,317552,0.006691817
2016,NEW YORK,NY,US HOUSE,2,PETER T KING,REPUBLICAN,FALSE,157571,317552,0.496205346
2016,NEW YORK,NY,US HOUSE,2,VOID VOTE,,FALSE,297,317552,0.00093528
2016,NEW YORK,NY,US HOUSE,2,WRITEIN,,TRUE,151,317552,0.000475513
2016,NEW YORK,NY,US HOUSE,3,BLANK VOTE,,FALSE,26483,350966,0.075457452
2016,NEW YORK,NY,US HOUSE,3,JACK M MARTINS,CONSERVATIVE,FALSE,16410,350966,0.046756666
2016,NEW YORK,NY,US HOUSE,3,JACK M MARTINS,REFORM,FALSE,1940,350966,0.005527601
2016,NEW YORK,NY,US HOUSE,3,JACK M MARTINS,REPUBLICAN,FALSE,133954,350966,0.381672299
2016,NEW YORK,NY,US HOUSE,3,THOMAS R SUOZZI,DEMOCRAT,FALSE,171775,350966,0.489434874
2016,NEW YORK,NY,US HOUSE,3,VOID VOTE,,FALSE,229,350966,0.000652485
2016,NEW YORK,NY,US HOUSE,3,WRITEIN,,TRUE,175,350966,0.000498624
2016,NEW YORK,NY,US HOUSE,4,BLANK VOTE,,FALSE,29823,343179,0.086902171
2016,NEW YORK,NY,US HOUSE,4,DAVID H GURFEIN,CONSERVATIVE,FALSE,14137,343179,0.041194246
2016,NEW YORK,NY,US HOUSE,4,DAVID H GURFEIN,REFORM,FALSE,1055,343179,0.003074197
2016,NEW YORK,NY,US HOUSE,4,DAVID H GURFEIN,REPUBLICAN,FALSE,111246,343179,0.324163192
2016,NEW YORK,NY,US HOUSE,4,KATHLEEN M RICE,DEMOCRAT,FALSE,181861,343179,0.529930444
2016,NEW YORK,NY,US HOUSE,4,KATHLEEN M RICE,WOMEN'S EQUALITY,FALSE,4562,343179,0.013293354
2016,NEW YORK,NY,US HOUSE,4,VOID VOTE,,FALSE,356,343179,0.00103736
2016,NEW YORK,NY,US HOUSE,4,WRITEIN,,TRUE,139,343179,0.000405036
2016,NEW YORK,NY,US HOUSE,5,BLANK VOTE,,FALSE,15357,249236,0.061616299
2016,NEW YORK,NY,US HOUSE,5,FRANK FRANCOIS,GREEN,FALSE,3587,249236,0.014391982
2016,NEW YORK,NY,US HOUSE,5,GREGORY W MEEKS,DEMOCRAT,FALSE,197852,249236,0.793833957
2016,NEW YORK,NY,US HOUSE,5,GREGORY W MEEKS,WOMEN'S EQUALITY,FALSE,1963,249236,0.007876069
2016,NEW YORK,NY,US HOUSE,5,MICHAEL A O'REILLY,CONSERVATIVE,FALSE,3521,249236,0.014127173
2016,NEW YORK,NY,US HOUSE,5,MICHAEL A O'REILLY,REPUBLICAN,FALSE,26791,249236,0.107492497
2016,NEW YORK,NY,US HOUSE,5,VOID VOTE,,FALSE,26,249236,0.000104319
2016,NEW YORK,NY,US HOUSE,5,WRITEIN,,TRUE,139,249236,0.000557704
2016,NEW YORK,NY,US HOUSE,6,BLANK VOTE,,FALSE,20945,210378,0.099558889
2016,NEW YORK,NY,US HOUSE,6,DANNIEL S MAIO,BLUE LIVES MATTER,FALSE,1972,210378,0.009373604
2016,NEW YORK,NY,US HOUSE,6,DANNIEL S MAIO,CONSERVATIVE,FALSE,4875,210378,0.023172575
2016,NEW YORK,NY,US HOUSE,6,DANNIEL S MAIO,REPUBLICAN,FALSE,43770,210378,0.208054074
2016,NEW YORK,NY,US HOUSE,6,GRACE MENG,DEMOCRAT,FALSE,131463,210378,0.624889485
2016,NEW YORK,NY,US HOUSE,6,GRACE MENG,WOMEN'S EQUALITY,FALSE,5043,210378,0.023971138
2016,NEW YORK,NY,US HOUSE,6,HARIS BHATTI,HARIS BHATTI PARTY,FALSE,2123,210378,0.010091359
2016,NEW YORK,NY,US HOUSE,6,WRITEIN,,TRUE,187,210378,0.000888876
2016,NEW YORK,NY,US HOUSE,7,ALLAN E ROMAGUERA,CONSERVATIVE,FALSE,2537,206983,0.012257045
2016,NEW YORK,NY,US HOUSE,7,ALLAN E ROMAGUERA,REPUBLICAN,FALSE,14941,206983,0.072184672
2016,NEW YORK,NY,US HOUSE,7,BLANK VOTE,,FALSE,17093,206983,0.082581661
2016,NEW YORK,NY,US HOUSE,7,NYDIA M VELAZQUEZ,DEMOCRAT,FALSE,165819,206983,0.801123764
2016,NEW YORK,NY,US HOUSE,7,NYDIA M VELAZQUEZ,WOMEN'S EQUALITY,FALSE,6327,206983,0.030567728
2016,NEW YORK,NY,US HOUSE,7,WRITEIN,,TRUE,266,206983,0.00128513
2016,NEW YORK,NY,US HOUSE,8,BLANK VOTE,,FALSE,27399,257602,0.106361752
2016,NEW YORK,NY,US HOUSE,8,DANIEL J CAVANAGH,CONSERVATIVE,FALSE,15401,257602,0.059786027
2016,NEW YORK,NY,US HOUSE,8,HAKEEM S JEFFRIES,DEMOCRAT,FALSE,203235,257602,0.78894962
2016,NEW YORK,NY,US HOUSE,8,HAKEEM S JEFFRIES,WORKING FAMILIES,FALSE,11360,257602,0.044099036
2016,NEW YORK,NY,US HOUSE,8,WRITEIN,,TRUE,207,257602,0.000803565
2016,NEW YORK,NY,US HOUSE,9,ALAN BELLONE,CONSERVATIVE,FALSE,17576,256853,0.068428245
2016,NEW YORK,NY,US HOUSE,9,BLANK VOTE,,FALSE,24759,256853,0.096393657
2016,NEW YORK,NY,US HOUSE,9,WRITEIN,,TRUE,329,256853,0.001280888
2016,NEW YORK,NY,US HOUSE,9,YVETTE D CLARKE,DEMOCRAT,FALSE,198886,256853,0.774318384
2016,NEW YORK,NY,US HOUSE,9,YVETTE D CLARKE,WORKING FAMILIES,FALSE,15303,256853,0.059578825
2016,NEW YORK,NY,US HOUSE,10,BLANK VOTE,,FALSE,19991,266516,0.07500863
2016,NEW YORK,NY,US HOUSE,10,JERROLD NADLER,DEMOCRAT,FALSE,180117,266516,0.675820589
2016,NEW YORK,NY,US HOUSE,10,JERROLD NADLER,WOMEN'S EQUALITY,FALSE,1783,266516,0.00669003
2016,NEW YORK,NY,US HOUSE,10,JERROLD NADLER,WORKING FAMILIES,FALSE,10471,266516,0.039288448
2016,NEW YORK,NY,US HOUSE,10,PHILIP ROSENTHAL,CONSERVATIVE,FALSE,4646,266516,0.017432349
2016,NEW YORK,NY,US HOUSE,10,PHILIP ROSENTHAL,INDEPENDENCE,FALSE,2093,266516,0.007853187
2016,NEW YORK,NY,US HOUSE,10,PHILIP ROSENTHAL,REPUBLICAN,FALSE,46275,266516,0.173629351
2016,NEW YORK,NY,US HOUSE,10,PHILIP ROSENTHAL,STOP IRAN DEAL,FALSE,843,266516,0.003163037
2016,NEW YORK,NY,US HOUSE,10,WRITEIN,,TRUE,297,266516,0.00111438
2016,NEW YORK,NY,US HOUSE,11,BLANK VOTE,,FALSE,19401,251718,0.077074345
2016,NEW YORK,NY,US HOUSE,11,DANIEL M DONOVAN JR,CONSERVATIVE,FALSE,12824,251718,0.0509459
2016,NEW YORK,NY,US HOUSE,11,DANIEL M DONOVAN JR,INDEPENDENCE,FALSE,5636,251718,0.022390135
2016,NEW YORK,NY,US HOUSE,11,DANIEL M DONOVAN JR,REFORM,FALSE,1868,251718,0.007421003
2016,NEW YORK,NY,US HOUSE,11,DANIEL M DONOVAN JR,REPUBLICAN,FALSE,122606,251718,0.487076808
2016,NEW YORK,NY,US HOUSE,11,HENRY J BARDEL,GREEN,FALSE,3906,251718,0.015517365
2016,NEW YORK,NY,US HOUSE,11,RICHARD A REICHARD,DEMOCRAT,FALSE,85257,251718,0.338700451
2016,NEW YORK,NY,US HOUSE,11,WRITEIN,,TRUE,220,251718,0.000873994
2016,NEW YORK,NY,US HOUSE,12,BLANK VOTE,,FALSE,18219,312289,0.058340191
2016,NEW YORK,NY,US HOUSE,12,CAROLYN B MALONEY,DEMOCRAT,FALSE,230153,312289,0.736987214
2016,NEW YORK,NY,US HOUSE,12,CAROLYN B MALONEY,WORKING FAMILIES,FALSE,14205,312289,0.045486713
2016,NEW YORK,NY,US HOUSE,12,ROBERT ARDINI,REPUBLICAN,FALSE,49398,312289,0.158180403
2016,NEW YORK,NY,US HOUSE,12,WRITEIN,,TRUE,314,312289,0.001005479
2016,NEW YORK,NY,US HOUSE,13,ADRIANO ESPAILLAT,DEMOCRAT,FALSE,207194,255239,0.81176466
2016,NEW YORK,NY,US HOUSE,13,BLANK VOTE,,FALSE,21502,255239,0.084242612
2016,NEW YORK,NY,US HOUSE,13,DANIEL VILA RIVERA,GREEN,FALSE,8248,255239,0.032314811
2016,NEW YORK,NY,US HOUSE,13,ROBERT A EVANS JR,INDEPENDENCE,FALSE,2960,255239,0.011596974
2016,NEW YORK,NY,US HOUSE,13,ROBERT A EVANS JR,REPUBLICAN,FALSE,13129,255239,0.051438064
2016,NEW YORK,NY,US HOUSE,13,SCOTT LLOYD FENSTERMAKER,TRANSPARENT GOVERNMENT,FALSE,1877,255239,0.007353892
2016,NEW YORK,NY,US HOUSE,13,WRITEIN,,TRUE,329,255239,0.001288988
2016,NEW YORK,NY,US HOUSE,14,BLANK VOTE,,FALSE,18978,197301,0.096188058
2016,NEW YORK,NY,US HOUSE,14,FRANK J SPOTORNO,CONSERVATIVE,FALSE,3654,197301,0.018519926
2016,NEW YORK,NY,US HOUSE,14,FRANK J SPOTORNO,REPUBLICAN,FALSE,26891,197301,0.136294291
2016,NEW YORK,NY,US HOUSE,14,JOSEPH CROWLEY,DEMOCRAT,FALSE,138367,197301,0.70129903
2016,NEW YORK,NY,US HOUSE,14,JOSEPH CROWLEY,WOMEN'S EQUALITY,FALSE,1903,197301,0.009645161
2016,NEW YORK,NY,US HOUSE,14,JOSEPH CROWLEY,WORKING FAMILIES,FALSE,7317,197301,0.037085468
2016,NEW YORK,NY,US HOUSE,14,WRITEIN,,TRUE,191,197301,0.000968064
2016,NEW YORK,NY,US HOUSE,15,ALEJANDRO VEGA,REPUBLICAN,FALSE,6129,193703,0.031641224
2016,NEW YORK,NY,US HOUSE,15,BLANK VOTE,,FALSE,19667,193703,0.101531726
2016,NEW YORK,NY,US HOUSE,15,EDUARDO RAMIREZ,CONSERVATIVE,FALSE,2104,193703,0.01086199
2016,NEW YORK,NY,US HOUSE,15,JOSE E SERRANO,DEMOCRAT,FALSE,165688,193703,0.855371368
2016,NEW YORK,NY,US HOUSE,15,WRITEIN,,TRUE,115,193703,0.000593692
2016,NEW YORK,NY,US HOUSE,16,BLANK VOTE,,FALSE,65326,287556,0.22717662
2016,NEW YORK,NY,US HOUSE,16,DERICKSON K LAWRENCE,PEOPLE'S CHOICE,FALSE,11825,287556,0.041122425
2016,NEW YORK,NY,US HOUSE,16,ELIOT L ENGEL,DEMOCRAT,FALSE,198811,287556,0.691381853
2016,NEW YORK,NY,US HOUSE,16,ELIOT L ENGEL,WOMEN'S EQUALITY,FALSE,2528,287556,0.008791331
2016,NEW YORK,NY,US HOUSE,16,ELIOT L ENGEL,WORKING FAMILIES,FALSE,8518,287556,0.029622056
2016,NEW YORK,NY,US HOUSE,16,WRITEIN,,TRUE,548,287556,0.001905716
2016,NEW YORK,NY,US HOUSE,17,BLANK VOTE,,FALSE,108978,325571,0.33472883
2016,NEW YORK,NY,US HOUSE,17,NITA M LOWEY,DEMOCRAT,FALSE,193819,325571,0.595320222
2016,NEW YORK,NY,US HOUSE,17,NITA M LOWEY,WOMEN'S EQUALITY,FALSE,5005,325571,0.015372991
2016,NEW YORK,NY,US HOUSE,17,NITA M LOWEY,WORKING FAMILIES,FALSE,15706,325571,0.048241397
2016,NEW YORK,NY,US HOUSE,17,VOID VOTE,,FALSE,8,325571,2.45722E-05
2016,NEW YORK,NY,US HOUSE,17,WRITEIN,,TRUE,2055,325571,0.006311987
2016,NEW YORK,NY,US HOUSE,18,BLANK VOTE,,FALSE,27551,319123,0.086333483
2016,NEW YORK,NY,US HOUSE,18,PHIL OLIVA,CONSERVATIVE,FALSE,16968,319123,0.053170721
2016,NEW YORK,NY,US HOUSE,18,PHIL OLIVA,REFORM,FALSE,1284,319123,0.004023527
2016,NEW YORK,NY,US HOUSE,18,PHIL OLIVA,REPUBLICAN,FALSE,111117,319123,0.348194897
2016,NEW YORK,NY,US HOUSE,18,SEAN PATRICK MALONEY,DEMOCRAT,FALSE,140951,319123,0.441682361
2016,NEW YORK,NY,US HOUSE,18,SEAN PATRICK MALONEY,INDEPENDENCE,FALSE,10356,319123,0.032451437
2016,NEW YORK,NY,US HOUSE,18,SEAN PATRICK MALONEY,WOMEN'S EQUALITY,FALSE,1982,319123,0.006210771
2016,NEW YORK,NY,US HOUSE,18,SEAN PATRICK MALONEY,WORKING FAMILIES,FALSE,8771,319123,0.0274847
2016,NEW YORK,NY,US HOUSE,18,VOID VOTE,,FALSE,45,319123,0.000141011
2016,NEW YORK,NY,US HOUSE,18,WRITEIN,,TRUE,98,319123,0.000307092
2016,NEW YORK,NY,US HOUSE,19,BLANK VOTE,,FALSE,18823,326588,0.057635308
2016,NEW YORK,NY,US HOUSE,19,JOHN J FASO,CONSERVATIVE,FALSE,21353,326588,0.065382072
2016,NEW YORK,NY,US HOUSE,19,JOHN J FASO,INDEPENDENCE,FALSE,8028,326588,0.02458143
2016,NEW YORK,NY,US HOUSE,19,JOHN J FASO,REFORM,FALSE,885,326588,0.002709836
2016,NEW YORK,NY,US HOUSE,19,JOHN J FASO,REPUBLICAN,FALSE,135905,326588,0.416135927
2016,NEW YORK,NY,US HOUSE,19,VOID VOTE,,FALSE,151,326588,0.000462356
2016,NEW YORK,NY,US HOUSE,19,WRITEIN,,TRUE,219,326588,0.00067057
2016,NEW YORK,NY,US HOUSE,19,ZEPHYR TEACHOUT,DEMOCRAT,FALSE,125956,326588,0.385672468
