year,state,state_po,office,district,candidate,party_detailed,writein,candidatevotes,totalvotes,percentvotes
1990,SOUTH DAKOTA,SD,US SENATE,statewide,DEAN L. SINCLAIR,INDEPENDENT,FALSE,6567,258976,0.025357562
1990,SOUTH DAKOTA,SD,US SENATE,statewide,LARRY PRESSLER,REPUBLICAN,FALSE,135682,258976,0.523917274
1990,TENNESSEE,TN,US SENATE,statewide,ALBERT GORE JR.,DEMOCRAT,FALSE,530898,783922,0.677233194
1990,TENNESSEE,TN,US SENATE,statewide,WILLIAM R. HAWKINS,REPUBLICAN,FALSE,233703,783922,0.298120221
1990,TENNESSEE,TN,US SENATE,statewide,CHARLES GORDON VICK,INDEPENDENT,FALSE,8021,783922,0.010231885
1990,TENNESSEE,TN,US SENATE,statewide,,,TRUE,109,783922,0.000139044
1990,TENNESSEE,TN,US SENATE,statewide,BILL JACOX,INDEPENDENT,FALSE,11191,783922,0.014275655
1990,TEXAS,TX,US SENATE,statewide,HUGH PARMER,DEMOCRAT,FALSE,1429986,3822157,0.374130628
1990,TEXAS,TX,US SENATE,statewide,,,TRUE,725,3822157,0.000189683
1990,TEXAS,TX,US SENATE,statewide,GARY JOHNSON,LIBERTARIAN,FALSE,89089,3822157,0.023308566
1990,TEXAS,TX,US SENATE,statewide,PHIL GRAMM,REPUBLICAN,FALSE,2302357,3822157,0.602371122
1990,VIRGINIA,VA,US SENATE,statewide,NANCY B. SPANNAUS,INDEPENDENT,FALSE,196755,1083690,0.181560225
1990,VIRGINIA,VA,US SENATE,statewide,JOHN WARNER,REPUBLICAN,FALSE,876782,1083690,0.80907086
1990,VIRGINIA,VA,US SENATE,statewide,,,TRUE,10153,1083690,0.009368915
1990,WEST VIRGINIA,WV,US SENATE,statewide,JOHN D. ROCKEFELLER IV,DEMOCRAT,FALSE,276234,404305,0.683231719
1990,WEST VIRGINIA,WV,US SENATE,statewide,JOHN YODER,REPUBLICAN,FALSE,128071,404305,0.316768281
1990,WYOMING,WY,US SENATE,statewide,ALAN K. SIMPSON,REPUBLICAN,FALSE,100784,157632,0.639362566
1990,WYOMING,WY,US SENATE,statewide,KATHY HELLING,DEMOCRAT,FALSE,56848,157632,0.360637434
1992,ALABAMA,AL,US SENATE,statewide,RICHARD C. SHELBY,DEMOCRAT,FALSE,1022698,1577799,0.648180155
1992,ALABAMA,AL,US SENATE,statewide,,,TRUE,1275,1577799,0.000808088
1992,ALABAMA,AL,US SENATE,statewide,JEROME SHOCKLEY,LIBERTARIAN,FALSE,31811,1577799,0.02016163
1992,ALABAMA,AL,US SENATE,statewide,RICHARD SELLERS,REPUBLICAN,FALSE,522015,1577799,0.330850127
1992,ALASKA,AK,US SENATE,statewide,FRANK H. MURKOWSKI,REPUBLICAN,FALSE,127163,239714,0.530477986
1992,ALASKA,AK,US SENATE,statewide,TONY SMITH,DEMOCRAT,FALSE,92065,239714,0.38406184
1992,ALASKA,AK,US SENATE,statewide,MARY JORDAN,GREEN,FALSE,20019,239714,0.083512018
1992,ALASKA,AK,US SENATE,statewide,,,TRUE,467,239714,0.001948155
1992,ARIZONA,AZ,US SENATE,statewide,CLAIRE SARGENT,DEMOCRAT,FALSE,436321,1382051,0.315705426
1992,ARIZONA,AZ,US SENATE,statewide,EVAN MECHAM,INDEPENDENT,FALSE,145361,1382051,0.105177739
1992,ARIZONA,AZ,US SENATE,statewide,JOHN MCCAIN,REPUBLICAN,FALSE,771395,1382051,0.55815234
1992,ARIZONA,AZ,US SENATE,statewide,KIANA DELAMARE,LIBERTARIAN,FALSE,22613,1382051,0.016361914
1992,ARIZONA,AZ,US SENATE,statewide,,,TRUE,26,1382051,1.88126E-05
1992,ARIZONA,AZ,US SENATE,statewide,ED FINKELSTEIN,NEW ALLIANCE,FALSE,6335,1382051,0.004583767
1992,ARKANSAS,AR,US SENATE,statewide,DALE BUMPERS,DEMOCRAT,FALSE,553635,920008,0.601771941
1992,ARKANSAS,AR,US SENATE,statewide,MIKE HUCKABEE,REPUBLICAN,FALSE,366373,920008,0.398228059
1992,CALIFORNIA,CA,US SENATE,statewide,DIANNE FEINSTEIN,DEMOCRAT,FALSE,5853651,10782743,0.542872162
1992,CALIFORNIA,CA,US SENATE,statewide,BARBARA BOXER,DEMOCRAT,FALSE,5173467,10799703,0.479037896
1992,CALIFORNIA,CA,US SENATE,statewide,GERALD HORNE,PEACE AND FREEDOM,FALSE,305697,10782743,0.028350578
1992,CALIFORNIA,CA,US SENATE,statewide,JUNE R. GENIS,LIBERTARIAN,FALSE,235919,10799703,0.021844953
1992,CALIFORNIA,CA,US SENATE,statewide,RICHARD B. BODDIE,LIBERTARIAN,FALSE,247799,10782743,0.022981073
1992,CALIFORNIA,CA,US SENATE,statewide,,,TRUE,267,10799703,2.47229E-05
1992,CALIFORNIA,CA,US SENATE,statewide,PAUL MEEUWENBERG,AMERICAN INDEPENDENT,FALSE,281973,10782743,0.026150396
1992,CALIFORNIA,CA,US SENATE,statewide,"JEROME ""JERRY"" MCCREADY",AMERICAN INDEPENDENT,FALSE,373051,10799703,0.034542709
1992,CALIFORNIA,CA,US SENATE,statewide,JOHN SEYMOUR,REPUBLICAN,FALSE,4093501,10782743,0.379634477
1992,CALIFORNIA,CA,US SENATE,statewide,BRUCE HERSCHENSOHN,REPUBLICAN,FALSE,4644182,10799703,0.430028678
1992,CALIFORNIA,CA,US SENATE,statewide,GENEVIEVE TORRES,PEACE AND FREEDOM,FALSE,372817,10799703,0.034521042
1992,CALIFORNIA,CA,US SENATE,statewide,,,TRUE,122,10782743,1.13144E-05
1992,COLORADO,CO,US SENATE,statewide,BEN NIGHTHORSE CAMPBELL,DEMOCRAT,FALSE,803725,1552289,0.517767632
1992,COLORADO,CO,US SENATE,statewide,DAN WINTERS,INDEPENDENT,FALSE,20347,1552289,0.01310774
1992,COLORADO,CO,US SENATE,statewide,TERRY CONSIDINE,REPUBLICAN,FALSE,662893,1552289,0.427042258
1992,COLORADO,CO,US SENATE,statewide,MATT NOAH,CHSRITIAN PRO-LIFE,FALSE,22846,1552289,0.01471762
1992,COLORADO,CO,US SENATE,statewide,HUE FUTCH,LIBERTARIAN,FALSE,23,1552289,1.48168E-05
1992,COLORADO,CO,US SENATE,statewide,RICHARD O. GRIMES,PEROT'S INDEPENDENTS,FALSE,42455,1552289,0.027349933
1992,CONNECTICUT,CT,US SENATE,statewide,CHRISTOPHER J. DODD,A CONNECTICUT PARTY,FALSE,304907,1500661,0.203181798
1992,CONNECTICUT,CT,US SENATE,statewide,BROOK JOHNSON,REPUBLICAN,FALSE,572036,1500661,0.381189356
1992,CONNECTICUT,CT,US SENATE,statewide,RICHARD D. GREGORY,CONCERNED CITIZENS,FALSE,35315,1500661,0.023532963
1992,CONNECTICUT,CT,US SENATE,statewide,CHRISTOPHER J. DODD,DEMOCRAT,FALSE,577662,1500661,0.38493837
1992,CONNECTICUT,CT,US SENATE,statewide,"HOWARD A. GRAYSON, JR.",LIBERTARIAN,FALSE,10741,1500661,0.007157513
1992,FLORIDA,FL,US SENATE,statewide,BILL GRANT,REPUBLICAN,FALSE,1716505,4962290,0.345909852
1992,FLORIDA,FL,US SENATE,statewide,,,TRUE,220,4962290,4.43344E-05
1992,FLORIDA,FL,US SENATE,statewide,BOB GRAHAM,DEMOCRAT,FALSE,3245565,4962290,0.654045814
1992,GEORGIA,GA,US SENATE,statewide,,,TRUE,11,2251587,4.88544E-06
1992,GEORGIA,GA,US SENATE,statewide,"WYCHE FOWLER, JR.",DEMOCRAT,FALSE,618877,1253991,0.493525871
1992,GEORGIA,GA,US SENATE,statewide,"WYCHE FOWLER, JR.",DEMOCRAT,FALSE,1108416,2251587,0.49228211
1992,GEORGIA,GA,US SENATE,statewide,PAUL COVERDELL,REPUBLICAN,FALSE,1073282,2251587,0.476678005
1992,GEORGIA,GA,US SENATE,statewide,JIM HUDSON,LIBERTARIAN,FALSE,69878,2251587,0.031034999
1992,GEORGIA,GA,US SENATE,statewide,PAUL COVERDELL,REPUBLICAN,FALSE,635114,1253991,0.506474129
1992,HAWAII,HI,US SENATE,statewide,RICK REED,REPUBLICAN,FALSE,97928,363662,0.269283016
1992,HAWAII,HI,US SENATE,statewide,DANIEL K. INOUYE,DEMOCRAT,FALSE,208266,363662,0.572691125
1992,HAWAII,HI,US SENATE,statewide,RICHARD O. ROWLAND,LIBERTARIAN,FALSE,7547,363662,0.020752787
1992,HAWAII,HI,US SENATE,statewide,LINDA B. MARTIN,GREEN,FALSE,49921,363662,0.137273072
1992,IDAHO,ID,US SENATE,statewide,DIRK KEMPTHORNE,REPUBLICAN,FALSE,270468,478504,0.565236654
1992,IDAHO,ID,US SENATE,statewide,RICHARD H. STALLINGS,DEMOCRAT,FALSE,208036,478504,0.434763346
1992,ILLINOIS,IL,US SENATE,statewide,JOHN JUSTICE,POPULIST,FALSE,8656,4939558,0.001752384
1992,ILLINOIS,IL,US SENATE,statewide,CHARLES A. WINTER,NATURAL LAW,FALSE,15118,4939558,0.003060598
1992,ILLINOIS,IL,US SENATE,statewide,RICHARD S. WILLIAMSON,REPUBLICAN,FALSE,2126833,4939558,0.430571521
1992,ILLINOIS,IL,US SENATE,statewide,KATHLEEN KAKU,SOCIALIST WORKERS,FALSE,10056,4939558,0.00203581
1992,ILLINOIS,IL,US SENATE,statewide,,,TRUE,28,4939558,5.66852E-06
1992,ILLINOIS,IL,US SENATE,statewide,CAROL MOSELEY-BRAUN,DEMOCRAT,FALSE,2631229,4939558,0.532685111
1992,ILLINOIS,IL,US SENATE,statewide,ALAN J. PORT,NEW ALLIANCE,FALSE,12689,4939558,0.002568853
1992,ILLINOIS,IL,US SENATE,statewide,CHAD KOPPIE,CONSERVATIVE,FALSE,100422,4939558,0.020330159
1992,ILLINOIS,IL,US SENATE,statewide,ANDREW B. SPIEGEL,LIBERTARIAN,FALSE,34527,4939558,0.006989897
1992,INDIANA,IN,US SENATE,statewide,JOSEPH H. HOGSETT,DEMOCRAT,FALSE,900148,2211426,0.407044143
1992,INDIANA,IN,US SENATE,statewide,DAN COATS,REPUBLICAN,FALSE,1267972,2211426,0.573373018
1992,INDIANA,IN,US SENATE,statewide,STEVE DILLON,LIBERTARIAN,FALSE,35733,2211426,0.016158352
1992,INDIANA,IN,US SENATE,statewide,,,TRUE,99,2211426,4.47675E-05
1992,INDIANA,IN,US SENATE,statewide,RAYMOND TIRADO,NEW ALLIANCE,FALSE,7474,2211426,0.00337972
1992,IOWA,IA,US SENATE,statewide,STUART ZIMMERMAN,NATURAL LAW,FALSE,16403,1292494,0.012690968
1992,IOWA,IA,US SENATE,statewide,SUE ATKINSON,,FALSE,6277,1292494,0.004856502
1992,IOWA,IA,US SENATE,statewide,JEAN LLOYD-JONES,DEMOCRAT,FALSE,351561,1292494,0.272002036
1992,IOWA,IA,US SENATE,statewide,CARL ERIC OLSEN,GRASSROOTS,FALSE,3404,1292494,0.002633668
1992,IOWA,IA,US SENATE,statewide,ROSANNE FREEBURG,,FALSE,4999,1292494,0.003867716
1992,IOWA,IA,US SENATE,statewide,CHUCK GRASSLEY,REPUBLICAN,FALSE,899761,1292494,0.69614327
1992,IOWA,IA,US SENATE,statewide,CLEVE ANDREW PULLEY,SOCIALIST WORKERS,FALSE,1370,1292494,0.001059966
1992,IOWA,IA,US SENATE,statewide,RICHARD O'DELL HUGHES,,FALSE,2918,1292494,0.002257651
1992,IOWA,IA,US SENATE,statewide,BLANK VOTE/SCATTERING,,FALSE,293,1292494,0.000226694
1992,IOWA,IA,US SENATE,statewide,MEL BORING,,FALSE,5508,1292494,0.004261528
1992,KANSAS,KS,US SENATE,statewide,BOB DOLE,REPUBLICAN,FALSE,706246,1126447,0.626967802
1992,KANSAS,KS,US SENATE,statewide,CHRISTINA CAMPBELL-CLINE,INDEPENDENT,FALSE,45423,1126447,0.040324134
1992,KANSAS,KS,US SENATE,statewide,MARK B. KIRK,LIBERTARIAN,FALSE,25253,1126447,0.022418276
1992,KANSAS,KS,US SENATE,statewide,GLORIA O'DELL,DEMOCRAT,FALSE,349525,1126447,0.310289787
1992,KENTUCKY,KY,US SENATE,statewide,DAVID L. WILLIAMS,REPUBLICAN,FALSE,476604,1330858,0.358117846
1992,KENTUCKY,KY,US SENATE,statewide,WENDELL H. FORD,DEMOCRAT,FALSE,836888,1330858,0.628833429
1992,KENTUCKY,KY,US SENATE,statewide,JAMES RIDENOUR,LIBERTARIAN,FALSE,17366,1330858,0.013048725
1992,LOUISIANA,LA,US SENATE,statewide,JOHN B. BREAUX,DEMOCRAT,FALSE,1,1,1
1992,MARYLAND,MD,US SENATE,statewide,BARBARA A. MIKULSKI,DEMOCRAT,FALSE,1307610,1841298,0.71015664
1992,MARYLAND,MD,US SENATE,statewide,ALAN L. KEYES,REPUBLICAN,FALSE,533688,1841298,0.28984336
1992,MISSOURI,MO,US SENATE,statewide,CHRISTOPHER S. BOND,REPUBLICAN,FALSE,1221901,2354916,0.518872435
1992,MISSOURI,MO,US SENATE,statewide,GERI ROTHMAN-SEROT,DEMOCRAT,FALSE,1057967,2354916,0.449258912
1992,MISSOURI,MO,US SENATE,statewide,JEANNE F. BOJARSKI,LIBERTARIAN,FALSE,75048,2354916,0.031868653
1992,NEVADA,NV,US SENATE,statewide,"JOE S. GARCIA, JR.",INDEPENDENT AMERICAN,FALSE,11240,495887,0.022666454
1992,NEVADA,NV,US SENATE,statewide,DEMAR DAHL,REPUBLICAN,FALSE,199413,495887,0.402133954
1992,NEVADA,NV,US SENATE,statewide,HARRY TOOTLE,POPULIST,FALSE,4429,495887,0.00893147
1992,NEVADA,NV,US SENATE,statewide,HARRY REID,DEMOCRAT,FALSE,253150,495887,0.510499368
1992,NEVADA,NV,US SENATE,statewide,OTHER,,FALSE,13154,495887,0.026526205
1992,NEVADA,NV,US SENATE,statewide,H. KENT CROMWELL,LIBERTARIAN,FALSE,7222,495887,0.014563802
1992,NEVADA,NV,US SENATE,statewide,LOIS AVERY,NATURAL LAW,FALSE,7279,495887,0.014678747
1992,NEW HAMPSHIRE,NH,US SENATE,statewide,JUDD GREGG,REPUBLICAN,FALSE,249591,518170,0.481677828
1992,NEW HAMPSHIRE,NH,US SENATE,statewide,DAVID HAIGHT,NATURAL LAW,FALSE,1291,518170,0.00249146
1992,NEW HAMPSHIRE,NH,US SENATE,statewide,"KENNETH E. BLEVENS, SR.",INDEPENDENT,FALSE,4752,518170,0.009170735
1992,NEW HAMPSHIRE,NH,US SENATE,statewide,LARRY BRADY,INDEPENDENT,FALSE,9340,518170,0.018024972
1992,NEW HAMPSHIRE,NH,US SENATE,statewide,JOHN RAUH,DEMOCRAT,FALSE,234982,518170,0.453484378
1992,NEW HAMPSHIRE,NH,US SENATE,statewide,KATHERINE M. ALEXANDER,LIBERTARIAN,FALSE,18214,518170,0.035150626
1992,NEW YORK,NY,US SENATE,statewide,ALFONSE D'AMATO,RIGHT TO LIFE,FALSE,224914,7078805,0.031772877
1992,NEW YORK,NY,US SENATE,statewide,ED WARREN,SOCIALIST WORKERS,FALSE,16724,7078805,0.002362546
1992,NEW YORK,NY,US SENATE,statewide,NORMA SEGAL,LIBERTARIAN,FALSE,108530,7078805,0.015331684
1992,NEW YORK,NY,US SENATE,statewide,ALFONSE D'AMATO,CONSERVATIVE,FALSE,289258,7078805,0.040862547
1992,NEW YORK,NY,US SENATE,statewide,BLANK VOTE/SCATTERING,,FALSE,619979,7078805,0.087582438
1992,NEW YORK,NY,US SENATE,statewide,ROBERT ABRAMS,LIBERAL,FALSE,143199,7078805,0.020229262
1992,NEW YORK,NY,US SENATE,statewide,STANLEY NELSON,NATURAL LAW,FALSE,23747,7078805,0.003354662
1992,NEW YORK,NY,US SENATE,statewide,ALFONSE D'AMATO,REPUBLICAN,FALSE,2652822,7078805,0.374755626
1992,NEW YORK,NY,US SENATE,statewide,MOHAMMAD T. MEHDI,NEW ALLIANCE,FALSE,56631,7078805,0.008000079
1992,NEW YORK,NY,US SENATE,statewide,ROBERT ABRAMS,DEMOCRAT,FALSE,2943001,7078805,0.41574828
1992,NORTH CAROLINA,NC,US SENATE,statewide,BOBBY YATES EMORY,LIBERTARIAN,FALSE,85948,2577891,0.033340432
1992,NORTH CAROLINA,NC,US SENATE,statewide,BRUCE KIMBALL,SOCIALIST WORKERS,FALSE,23,2577891,8.92202E-06
1992,NORTH CAROLINA,NC,US SENATE,statewide,MARY ANN ZAKUTNEY,NATURAL LAW,FALSE,13,2577891,5.04288E-06
1992,NORTH CAROLINA,NC,US SENATE,statewide,TERRY SANFORD,DEMOCRAT,FALSE,1194015,2577891,0.46317513
1992,NORTH CAROLINA,NC,US SENATE,statewide,LAUCH FAIRCLOTH,REPUBLICAN,FALSE,1297892,2577891,0.503470473
1992,NORTH DAKOTA,ND,US SENATE,statewide,BYRON L. DORGAN,DEMOCRAT,FALSE,179347,303957,0.590040697
1992,NORTH DAKOTA,ND,US SENATE,statewide,TOM ASBRIDGE,INDEPENDENT,FALSE,6448,303957,0.021213527
1992,NORTH DAKOTA,ND,US SENATE,statewide,STEVE SYDNESS,REPUBLICAN,FALSE,118162,303957,0.388745777
1992,OHIO,OH,US SENATE,statewide,JOHN GLENN,DEMOCRAT,FALSE,2444419,4793953,0.509896321
1992,OHIO,OH,US SENATE,statewide,MICHAEL DEWINE,REPUBLICAN,FALSE,2028300,4793953,0.423095512
1992,OHIO,OH,US SENATE,statewide,MARTHA GREVATT,INDEPENDENT,FALSE,321234,4793953,0.067008166
1992,OKLAHOMA,OK,US SENATE,statewide,DON NICKLES,REPUBLICAN,FALSE,757876,1294423,0.585493305
1992,OKLAHOMA,OK,US SENATE,statewide,THOMAS D. LEDGERWOOD II,INDEPENDENT,FALSE,20972,1294423,0.016201813
1992,OKLAHOMA,OK,US SENATE,statewide,STEVE LEWIS,DEMOCRAT,FALSE,494350,1294423,0.381907614
1992,OKLAHOMA,OK,US SENATE,statewide,ROY V. EDWARDS,INDEPENDENT,FALSE,21225,1294423,0.016397267
1992,OREGON,OR,US SENATE,statewide,LES AUCOIN,DEMOCRAT,FALSE,639851,1376033,0.464996842
1992,OREGON,OR,US SENATE,statewide,OTHER,,FALSE,12934,1376033,0.009399484
1992,OREGON,OR,US SENATE,statewide,,,TRUE,5793,1376033,0.004209928
1992,OREGON,OR,US SENATE,statewide,BOB PACKWOOD,REPUBLICAN,FALSE,717455,1376033,0.521393746
1992,PENNSYLVANIA,PA,US SENATE,statewide,LYNN YEAKEL,DEMOCRAT,FALSE,2224966,4802410,0.463301967
1992,PENNSYLVANIA,PA,US SENATE,statewide,JOHN F PERRY III,LIBERTARIAN,FALSE,219319,4802410,0.045668529
1992,PENNSYLVANIA,PA,US SENATE,statewide,ARLEN SPECTER,REPUBLICAN,FALSE,2358125,4802410,0.491029504
1992,SOUTH CAROLINA,SC,US SENATE,statewide,TOMMY HARTNETT,REPUBLICAN,FALSE,554175,1180438,0.469465571
1992,SOUTH CAROLINA,SC,US SENATE,statewide,ROBERT BARNWELL CLARKSON II,AMERICAN,FALSE,11568,1180438,0.009799752
1992,SOUTH CAROLINA,SC,US SENATE,statewide,ERNEST F. HOLLINGS,DEMOCRAT,FALSE,591030,1180438,0.500687033
1992,SOUTH CAROLINA,SC,US SENATE,statewide,,,TRUE,703,1180438,0.000595542
1992,SOUTH CAROLINA,SC,US SENATE,statewide,MARK JOHNSON,LIBERTARIAN,FALSE,22962,1180438,0.019452102
1992,SOUTH DAKOTA,SD,US SENATE,statewide,KENT HYDE,INDEPENDENT,FALSE,4314,334495,0.012897054
1992,SOUTH DAKOTA,SD,US SENATE,statewide,THOMAS A. DASCHLE,DEMOCRAT,FALSE,217095,334495,0.649023154
1992,SOUTH DAKOTA,SD,US SENATE,statewide,CHARLENE HAAR,REPUBLICAN,FALSE,108733,334495,0.325066144
1992,SOUTH DAKOTA,SD,US SENATE,statewide,GUS HERCULES,LIBERTARIAN,FALSE,4353,334495,0.013013647
1992,UTAH,UT,US SENATE,statewide,ROBERT F. BENNETT,REPUBLICAN,FALSE,420069,758479,0.553830759
1992,UTAH,UT,US SENATE,statewide,ANITA R. MORROW,POPULIST,FALSE,17549,758479,0.023137094
1992,UTAH,UT,US SENATE,statewide,PATRICIA GROGAN,SOCIALIST WORKERS,FALSE,5292,758479,0.006977121
1992,UTAH,UT,US SENATE,statewide,MAURY MODINE,LIBERTARIAN,FALSE,14341,758479,0.018907577
1992,UTAH,UT,US SENATE,statewide,WAYNE OWENS,DEMOCRAT,FALSE,301228,758479,0.397147449
1992,VERMONT,VT,US SENATE,statewide,PATRICK J. LEAHY,DEMOCRAT,FALSE,154762,285739,0.54162015
1992,VERMONT,VT,US SENATE,statewide,JERRY LEVY,LIBERTY UNION,FALSE,5121,285739,0.01792195
1992,VERMONT,VT,US SENATE,statewide,JAMES H. DOUGLAS,REPUBLICAN,FALSE,123854,285739,0.433451506
1992,VERMONT,VT,US SENATE,statewide,MICHAEL B. GODECK,FREEDOM FOR LAROUCHE,FALSE,1780,285739,0.006229461
1992,VERMONT,VT,US SENATE,statewide,,,TRUE,222,285739,0.000776933
1992,WASHINGTON,WA,US SENATE,statewide,ROD CHANDLER,REPUBLICAN,FALSE,1020829,2218802,0.460081161
1992,WASHINGTON,WA,US SENATE,statewide,PATTY MURRAY,DEMOCRAT,FALSE,1197973,2218802,0.539918839
1992,WISCONSIN,WI,US SENATE,statewide,BLANK VOTE/SCATTERING,,FALSE,459,2455124,0.000186956
1992,WISCONSIN,WI,US SENATE,statewide,WILLIAM BITTNER,LIBERTARIAN,FALSE,9147,2455124,0.003725677
1992,WISCONSIN,WI,US SENATE,statewide,ROBERT L. KUNDERT,INDEPENDENT,FALSE,2747,2455124,0.001118884
1992,WISCONSIN,WI,US SENATE,statewide,"ROBERT W. KASTEN, JR.",REPUBLICAN,FALSE,1129599,2455124,0.460098553
1992,WISCONSIN,WI,US SENATE,statewide,RUSSELL D. FEINGOLD,DEMOCRAT,FALSE,1290662,2455124,0.52570135
1992,WISCONSIN,WI,US SENATE,statewide,PATRICK W. JOHNSON,INDEPENDENT,FALSE,16513,2455124,0.006725933
1992,WISCONSIN,WI,US SENATE,statewide,JOSEPH SELLIKEN,INDEPENDENT,FALSE,2733,2455124,0.001113182
1992,WISCONSIN,WI,US SENATE,statewide,"MERVIN A. HANSON, SR.",INDEPENDENT,FALSE,3264,2455124,0.001329464
1994,ARIZONA,AZ,US SENATE,statewide,,,TRUE,58,1119060,5.18292E-05
1994,ARIZONA,AZ,US SENATE,statewide,SAM COPPERSMITH,DEMOCRAT,FALSE,442510,1119060,0.395430093
1994,ARIZONA,AZ,US SENATE,statewide,SCOTT GRAINGER,LIBERTARIAN,FALSE,75493,1119060,0.067461083
1994,ARIZONA,AZ,US SENATE,statewide,JON KYL,REPUBLICAN,FALSE,600999,1119060,0.537056994
1994,CALIFORNIA,CA,US SENATE,statewide,DIANNE FEINSTEIN,DEMOCRAT,FALSE,3979152,8514089,0.467360865
1994,CALIFORNIA,CA,US SENATE,statewide,BARBARA BLONG,GREEN,FALSE,140567,8514089,0.016509928
1994,CALIFORNIA,CA,US SENATE,statewide,ELIZABETH CERVANTES BARRON,PEACE AND FREEDOM,FALSE,255301,8514089,0.02998571
1994,CALIFORNIA,CA,US SENATE,statewide,PAUL MEEUWENBERG,AMERICAN INDEPENDENT,FALSE,142771,8514089,0.016768793
1994,CALIFORNIA,CA,US SENATE,statewide,MICHAEL HUFFINGTON,REPUBLICAN,FALSE,3817025,8514089,0.448318663
1994,CALIFORNIA,CA,US SENATE,statewide,RICHARD BENJAMIN BODDIE,LIBERTARIAN,FALSE,179100,8514089,0.021035721
1994,CALIFORNIA,CA,US SENATE,statewide,,,TRUE,173,8514089,2.03193E-05
1994,CONNECTICUT,CT,US SENATE,statewide,JOSEPH I. LIEBERMAN,A CONNECTICUT PARTY,FALSE,280049,1079664,0.259385327
1994,CONNECTICUT,CT,US SENATE,statewide,GARY R. GARNEAU,CONCERNED CITIZENS,FALSE,20989,1079664,0.019440307
1994,CONNECTICUT,CT,US SENATE,statewide,JERRY LABRIOLA,REPUBLICAN,FALSE,334833,1079664,0.31012704
1994,CONNECTICUT,CT,US SENATE,statewide,JOSEPH I. LIEBERMAN,DEMOCRAT,FALSE,443793,1079664,0.411047326
1994,DELAWARE,DE,US SENATE,statewide,JOHN C. DIERICKX,LIBERTARIAN,FALSE,3386,199000,0.017015075
1994,DELAWARE,DE,US SENATE,statewide,"WILLIAM V. ROTH, JR.",REPUBLICAN,FALSE,111074,199000,0.558160804
1994,DELAWARE,DE,US SENATE,statewide,CHARLES M. OBERLY,DEMOCRAT,FALSE,84540,199000,0.424824121
1994,FLORIDA,FL,US SENATE,statewide,CONNIE MACK,REPUBLICAN,FALSE,2895200,4106816,0.704974365
1994,FLORIDA,FL,US SENATE,statewide,HUGH E. RODHAM,DEMOCRAT,FALSE,1210577,4106816,0.294772641
1994,FLORIDA,FL,US SENATE,statewide,,,TRUE,1039,4106816,0.000252994
1994,HAWAII,HI,US SENATE,statewide,DANIEL K. AKAKA,DEMOCRAT,FALSE,256189,356902,0.717813293
1994,HAWAII,HI,US SENATE,statewide,MARIA M. HUSTACE,REPUBLICAN,FALSE,86320,356902,0.24185911
1994,HAWAII,HI,US SENATE,statewide,RICHARD (DICK) ROWLAND,LIBERTARIAN,FALSE,14393,356902,0.040327597
1994,INDIANA,IN,US SENATE,statewide,RICHARD G. LUGAR,REPUBLICAN,FALSE,1039625,1543568,0.6735207
1994,INDIANA,IN,US SENATE,statewide,JAMES JONTZ,DEMOCRAT,FALSE,470799,1543568,0.305006971
1994,INDIANA,IN,US SENATE,statewide,BARBARA BOURLAND,LIBERTARIAN,FALSE,17343,1543568,0.011235657
1994,INDIANA,IN,US SENATE,statewide,MARY CATHERINE BARTON,NEW ALLIANCE,FALSE,15801,1543568,0.010236672
1994,MAINE,ME,US SENATE,statewide,OLYMPIA J. SNOWE,REPUBLICAN,FALSE,308244,511733,0.60235318
1994,MAINE,ME,US SENATE,statewide,THOMAS H. ANDREWS,DEMOCRAT,FALSE,186042,511733,0.363552868
1994,MAINE,ME,US SENATE,statewide,PLATO TRUMAN,UNENROLLED,FALSE,17205,511733,0.033621048
1994,MAINE,ME,US SENATE,statewide,OTHER,,FALSE,242,511733,0.000472903
1994,MARYLAND,MD,US SENATE,statewide,WILLIAM BROCK,REPUBLICAN,FALSE,559908,1369101,0.408960332
1994,MARYLAND,MD,US SENATE,statewide,PAUL S. SARBANES,DEMOCRAT,FALSE,809125,1369101,0.59099
1994,MARYLAND,MD,US SENATE,statewide,,,TRUE,68,1369101,4.96676E-05
1994,MASSACHUSETTS,MA,US SENATE,statewide,LAURALEIGH DOZIER,LIBERTARIAN,FALSE,14484,2179945,0.006644204
1994,MASSACHUSETTS,MA,US SENATE,statewide,W. MITT ROMNEY,REPUBLICAN,FALSE,894000,2179945,0.41010209
1994,MASSACHUSETTS,MA,US SENATE,statewide,"WILLIAM A. FERGUSON, JR.",LAROUCHE WAS RIGHT,FALSE,4776,2179945,0.002190881
1994,MASSACHUSETTS,MA,US SENATE,statewide,OTHER,,FALSE,688,2179945,0.000315604
1994,MASSACHUSETTS,MA,US SENATE,statewide,EDWARD M. KENNEDY,DEMOCRAT,FALSE,1265997,2179945,0.580747221
1994,MICHIGAN,MI,US SENATE,statewide,JON COON,LIBERTARIAN,FALSE,128393,3043385,0.042187564
1994,MICHIGAN,MI,US SENATE,statewide,SPENCER ABRAHAM,REPUBLICAN,FALSE,1578770,3043385,0.51875461
1994,MICHIGAN,MI,US SENATE,statewide,WILLIAM ROUNDTREE,WORKERS WORLD,FALSE,20010,3043385,0.006574916
1994,MICHIGAN,MI,US SENATE,statewide,CHRIS WEGE,NATURAL LAW,FALSE,14746,3043385,0.004845263
