year,state,state_po,office,district,candidate,party_detailed,writein,candidatevotes,totalvotes,percentvotes
2010,UTAH,UT,US SENATE,statewide,SAM F. GRANATO,DEMOCRAT,FALSE,191732,585230,0.327618201
2010,VERMONT,VT,US SENATE,statewide,STEPHEN J. CAIN,INDEPENDENT,FALSE,2356,235178,0.010017944
2010,VERMONT,VT,US SENATE,statewide,LEN BRITTON,REPUBLICAN,FALSE,72699,235178,0.309123302
2010,VERMONT,VT,US SENATE,statewide,DANIEL FREILICH,INDEPENDENT,FALSE,3544,235178,0.015069437
2010,VERMONT,VT,US SENATE,statewide,JOHENRY NUNES,INDEPENDENT,FALSE,1021,235178,0.004341392
2010,VERMONT,VT,US SENATE,statewide,PATRICK J. LEAHY,DEMOCRAT,FALSE,151281,235178,0.6432617
2010,VERMONT,VT,US SENATE,statewide,,,TRUE,113,235178,0.000480487
2010,VERMONT,VT,US SENATE,statewide,PETER DIAMONDSTONE,SOCIALIST,FALSE,1433,235178,0.006093257
2010,VERMONT,VT,US SENATE,statewide,CRIS ERICSON,UNITED STATES MARIJUANA,FALSE,2731,235178,0.011612481
2010,WASHINGTON,WA,US SENATE,statewide,PATTY MURRAY,DEMOCRAT,FALSE,1314930,2511094,0.523648258
2010,WASHINGTON,WA,US SENATE,statewide,DINO ROSSI,REPUBLICAN,FALSE,1196164,2511094,0.476351742
2010,WEST VIRGINIA,WV,US SENATE,statewide,JEFF BECKER,CONSTITUTION,FALSE,6425,529948,0.012123831
2010,WEST VIRGINIA,WV,US SENATE,statewide,JESSE JOHNSON,MOUNTAIN PARTY,FALSE,10152,529948,0.019156596
2010,WEST VIRGINIA,WV,US SENATE,statewide,JOE MANCHIN III,DEMOCRAT,FALSE,283358,529948,0.534690196
2010,WEST VIRGINIA,WV,US SENATE,statewide,JOHN R. RAESE,REPUBLICAN,FALSE,230013,529948,0.434029376
2010,WISCONSIN,WI,US SENATE,statewide,ROB TAYLOR,CONSTITUTION PARTY OF WISCONSIN,FALSE,23473,2171331,0.01081042
2010,WISCONSIN,WI,US SENATE,statewide,RUSSELL D. FEINGOLD,DEMOCRAT,FALSE,1020958,2171331,0.470199154
2010,WISCONSIN,WI,US SENATE,statewide,"ERNEST J. PAGELS, JR.",REPUBLICAN,FALSE,134,2171331,6.17133E-05
2010,WISCONSIN,WI,US SENATE,statewide,BLANK VOTE/SCATTERING,,FALSE,638,2171331,0.000293829
2010,WISCONSIN,WI,US SENATE,statewide,RON JOHNSON,REPUBLICAN,FALSE,1125999,2171331,0.518575473
2010,WISCONSIN,WI,US SENATE,statewide,MICHAEL D. LAFOREST,INDEPENDENT,FALSE,129,2171331,5.94106E-05
2012,ARIZONA,AZ,US SENATE,statewide,MARC VICTOR,LIBERTARIAN,FALSE,102109,2243422,0.045514843
2012,ARIZONA,AZ,US SENATE,statewide,JEFF FLAKE,REPUBLICAN,FALSE,1104457,2243422,0.492309071
2012,ARIZONA,AZ,US SENATE,statewide,,,TRUE,290,2243422,0.000129267
2012,ARIZONA,AZ,US SENATE,statewide,,,TRUE,24,2243422,1.06979E-05
2012,ARIZONA,AZ,US SENATE,statewide,RICHARD CARMONA,DEMOCRAT,FALSE,1036542,2243422,0.462036122
2012,CALIFORNIA,CA,US SENATE,statewide,DIANNE FEINSTEIN,DEMOCRAT,FALSE,7864624,12578511,0.625242845
2012,CALIFORNIA,CA,US SENATE,statewide,ELIZABETH EMKEN,REPUBLICAN,FALSE,4713887,12578511,0.374757155
2012,CONNECTICUT,CT,US SENATE,statewide,PAUL PASSARELLI,LIBERTARIAN,FALSE,25045,1511764,0.016566739
2012,CONNECTICUT,CT,US SENATE,statewide,,,TRUE,19,1511764,1.25681E-05
2012,CONNECTICUT,CT,US SENATE,statewide,,,TRUE,8,1511764,5.29183E-06
2012,CONNECTICUT,CT,US SENATE,statewide,,,TRUE,6414,1511764,0.004242726
2012,CONNECTICUT,CT,US SENATE,statewide,,,TRUE,40,1511764,2.64592E-05
2012,CONNECTICUT,CT,US SENATE,statewide,,,TRUE,388,1511764,0.000256654
2012,CONNECTICUT,CT,US SENATE,statewide,CHRISTOPHER S. MURPHY,DEMOCRAT,FALSE,792983,1511764,0.524541529
2012,CONNECTICUT,CT,US SENATE,statewide,CHRISTOPHER S. MURPHY,WORKING FAMILIES,FALSE,35778,1511764,0.023666392
2012,CONNECTICUT,CT,US SENATE,statewide,LINDA E. MCMAHON,INDEPENDENT,FALSE,46520,1511764,0.030771999
2012,CONNECTICUT,CT,US SENATE,statewide,LINDA E. MCMAHON,REPUBLICAN,FALSE,604569,1511764,0.399909642
2012,DELAWARE,DE,US SENATE,statewide,THOMAS R. CARPER,DEMOCRAT,FALSE,265415,399606,0.664191729
2012,DELAWARE,DE,US SENATE,statewide,ANDREW RICHARD GROFF,GREEN,FALSE,3191,399606,0.007985366
2012,DELAWARE,DE,US SENATE,statewide,ALEXANDER PIRES,INDEPENDENT,FALSE,15300,399606,0.038287713
2012,DELAWARE,DE,US SENATE,statewide,KEVIN WADE,REPUBLICAN,FALSE,115700,399606,0.289535192
2012,FLORIDA,FL,US SENATE,statewide,BILL NELSON,DEMOCRAT,FALSE,4523451,8189946,0.552317561
2012,FLORIDA,FL,US SENATE,statewide,NAOMI CRAINE,,TRUE,19,8189946,2.31992E-06
2012,FLORIDA,FL,US SENATE,statewide,,,TRUE,12,8189946,1.46521E-06
2012,FLORIDA,FL,US SENATE,statewide,BILL GAYLOR,NONE,FALSE,126079,8189946,0.015394363
2012,FLORIDA,FL,US SENATE,statewide,CHRIS BORGIA,NONE,FALSE,82089,8189946,0.010023143
2012,FLORIDA,FL,US SENATE,statewide,,,TRUE,2,8189946,2.44202E-07
2012,FLORIDA,FL,US SENATE,statewide,,,TRUE,9,8189946,1.09891E-06
2012,FLORIDA,FL,US SENATE,statewide,CONNIE MACK,REPUBLICAN,FALSE,3458267,8189946,0.422257607
2012,FLORIDA,FL,US SENATE,statewide,,,TRUE,18,8189946,2.19782E-06
2012,HAWAII,HI,US SENATE,statewide,OVER VOTE,,FALSE,77,437159,0.000176137
2012,HAWAII,HI,US SENATE,statewide,LINDA LINGLE,REPUBLICAN,FALSE,160994,437159,0.368273328
2012,HAWAII,HI,US SENATE,statewide,BLANK VOTE,,FALSE,6599,437159,0.015095194
2012,HAWAII,HI,US SENATE,statewide,MAZIE K. HIRONO,DEMOCRAT,FALSE,269489,437159,0.61645534
2012,INDIANA,IN,US SENATE,statewide,RICHARD E. MOURDOCK,REPUBLICAN,FALSE,1133621,2560102,0.44280306
2012,INDIANA,IN,US SENATE,statewide,JOE DONNELLY,DEMOCRAT,FALSE,1281181,2560102,0.500441389
2012,INDIANA,IN,US SENATE,statewide,ANDREW ??ANDY?? HORNING,LIBERTARIAN,FALSE,145282,2560102,0.05674852
2012,INDIANA,IN,US SENATE,statewide,,,TRUE,15,2560102,5.85914E-06
2012,INDIANA,IN,US SENATE,statewide,,,TRUE,3,2560102,1.17183E-06
2012,MAINE,ME,US SENATE,statewide,DANNY FRANCIS DALTON,,FALSE,5807,724720,0.00801275
2012,MAINE,ME,US SENATE,statewide,STEPHEN M. WOODS,,FALSE,10289,724720,0.014197207
2012,MAINE,ME,US SENATE,statewide,ANGUS KING,INDEPENDENT FOR MAINE,FALSE,370580,724720,0.511342312
2012,MAINE,ME,US SENATE,statewide,BLANK VOTE,,FALSE,24121,724720,0.033283199
2012,MAINE,ME,US SENATE,statewide,CYNTHIA ANN DILL,DEMOCRAT,FALSE,92900,724720,0.128187438
2012,MAINE,ME,US SENATE,statewide,"CHARLES E. SUMMERS, JR.",REPUBLICAN,FALSE,215399,724720,0.297216856
2012,MAINE,ME,US SENATE,statewide,ANDREW IAN DODGE,INDEPENDENT FOR LIBERTY,FALSE,5624,724720,0.007760238
2012,MARYLAND,MD,US SENATE,statewide,BENJAMIN L. CARDIN,DEMOCRAT,FALSE,1474028,2633234,0.559778584
2012,MARYLAND,MD,US SENATE,statewide,,,TRUE,151,2633234,5.73439E-05
2012,MARYLAND,MD,US SENATE,statewide,,,TRUE,2346,2633234,0.00089092
2012,MARYLAND,MD,US SENATE,statewide,DANIEL JOHN BONGINO,REPUBLICAN,FALSE,693291,2633234,0.263284995
2012,MARYLAND,MD,US SENATE,statewide,S. ROB SOBHANI,NONE,FALSE,430934,2633234,0.163651996
2012,MARYLAND,MD,US SENATE,statewide,,,TRUE,163,2633234,6.19011E-05
2012,MARYLAND,MD,US SENATE,statewide,,,TRUE,48,2633234,1.82285E-05
2012,MARYLAND,MD,US SENATE,statewide,,,TRUE,21,2633234,7.97498E-06
2012,MARYLAND,MD,US SENATE,statewide,DEAN AHMAD,LIBERTARIAN,FALSE,32252,2633234,0.012248057
2012,MASSACHUSETTS,MA,US SENATE,statewide,BLANK VOTE/SCATTERING,,FALSE,27643,3184196,0.008681312
2012,MASSACHUSETTS,MA,US SENATE,statewide,SCOTT P. BROWN,REPUBLICAN,FALSE,1458048,3184196,0.457901461
2012,MASSACHUSETTS,MA,US SENATE,statewide,ELIZABETH A. WARREN,DEMOCRAT,FALSE,1696346,3184196,0.532739191
2012,MASSACHUSETTS,MA,US SENATE,statewide,OTHER,,FALSE,2159,3184196,0.000678036
2012,MICHIGAN,MI,US SENATE,statewide,,,TRUE,10,4652918,2.14919E-06
2012,MICHIGAN,MI,US SENATE,statewide,DEBBIE STABENOW,DEMOCRAT,FALSE,2735826,4652918,0.587980704
2012,MICHIGAN,MI,US SENATE,statewide,,,TRUE,7,4652918,1.50443E-06
2012,MICHIGAN,MI,US SENATE,statewide,HARLEY MIKKELSON,GREEN,FALSE,27890,4652918,0.005994088
2012,MICHIGAN,MI,US SENATE,statewide,RICHARD A. MATKIN,U.S. TAXPAYERS,FALSE,26038,4652918,0.005596058
2012,MICHIGAN,MI,US SENATE,statewide,JOHN D. LITLE,NATURAL LAW,FALSE,11229,4652918,0.002413324
2012,MICHIGAN,MI,US SENATE,statewide,PETE HOEKSTRA,REPUBLICAN,FALSE,1767386,4652918,0.379844648
2012,MICHIGAN,MI,US SENATE,statewide,,,TRUE,48,4652918,1.03161E-05
2012,MICHIGAN,MI,US SENATE,statewide,,,TRUE,4,4652918,8.59676E-07
2012,MICHIGAN,MI,US SENATE,statewide,SCOTTY BOMAN,LIBERTARIAN,FALSE,84480,4652918,0.018156348
2012,MINNESOTA,MN,US SENATE,statewide,,,TRUE,2582,2843207,0.000908129
2012,MINNESOTA,MN,US SENATE,statewide,TIM DAVIS,GRASSROOTS PARTY,FALSE,30531,2843207,0.010738226
2012,MINNESOTA,MN,US SENATE,statewide,MICHAEL CAVLAN,MINNESOTA OPEN PROGRESSIVES,FALSE,13986,2843207,0.004919093
2012,MINNESOTA,MN,US SENATE,statewide,KURT BILLS,REPUBLICAN,FALSE,867974,2843207,0.305279918
2012,MINNESOTA,MN,US SENATE,statewide,AMY KLOBUCHAR,DEMOCRAT,FALSE,1854595,2843207,0.652289826
2012,MINNESOTA,MN,US SENATE,statewide,STEPHEN WILLIAMS,INDEPENDENCE,FALSE,73539,2843207,0.025864807
2012,MISSISSIPPI,MS,US SENATE,statewide,"ALBERT N. GORE, JR.",DEMOCRAT,FALSE,503467,1241568,0.405509002
2012,MISSISSIPPI,MS,US SENATE,statewide,SHAWN O'HARA,REFORM,FALSE,13194,1241568,0.010626885
2012,MISSISSIPPI,MS,US SENATE,statewide,ROGER F. WICKER,REPUBLICAN,FALSE,709626,1241568,0.57155629
2012,MISSISSIPPI,MS,US SENATE,statewide,THOMAS CRAMER,CONSTITUTION,FALSE,15281,1241568,0.012307824
2012,MISSOURI,MO,US SENATE,statewide,,,TRUE,4,2725793,1.46746E-06
2012,MISSOURI,MO,US SENATE,statewide,,,TRUE,5,2725793,1.83433E-06
2012,MISSOURI,MO,US SENATE,statewide,,,TRUE,6,2725793,2.20119E-06
2012,MISSOURI,MO,US SENATE,statewide,W. TODD AKIN,REPUBLICAN,FALSE,1066159,2725793,0.391137185
2012,MISSOURI,MO,US SENATE,statewide,CLAIRE MCCASKILL,DEMOCRAT,FALSE,1494125,2725793,0.548143238
2012,MISSOURI,MO,US SENATE,statewide,,,TRUE,2,2725793,7.33731E-07
2012,MISSOURI,MO,US SENATE,statewide,,,TRUE,9,2725793,3.30179E-06
2012,MISSOURI,MO,US SENATE,statewide,,,TRUE,15,2725793,5.50299E-06
2012,MISSOURI,MO,US SENATE,statewide,JONATHAN DINE,LIBERTARIAN,FALSE,165468,2725793,0.060704536
2012,MONTANA,MT,US SENATE,statewide,DAN COX,LIBERTARIAN,FALSE,31892,486066,0.065612489
2012,MONTANA,MT,US SENATE,statewide,JON TESTER,DEMOCRAT,FALSE,236123,486066,0.485783824
2012,MONTANA,MT,US SENATE,statewide,DENNY REHBERG,REPUBLICAN,FALSE,218051,486066,0.448603688
2012,NEBRASKA,NE,US SENATE,statewide,BOB KERREY,DEMOCRAT,FALSE,332979,788572,0.422255672
2012,NEBRASKA,NE,US SENATE,statewide,DEB FISCHER,REPUBLICAN,FALSE,455593,788572,0.577744328
2012,NEVADA,NV,US SENATE,statewide,DAVID LORY VANDERBEEK,INDEPENDENT AMERICAN,FALSE,48792,997805,0.048899334
2012,NEVADA,NV,US SENATE,statewide,DEAN HELLER,REPUBLICAN,FALSE,457656,997805,0.458662765
2012,NEVADA,NV,US SENATE,statewide,SHELLEY BERKLEY,DEMOCRAT,FALSE,446080,997805,0.4470613
2012,NEVADA,NV,US SENATE,statewide,OTHER,,FALSE,45277,997805,0.045376602
2012,NEW JERSEY,NJ,US SENATE,statewide,KEN WOLSKI,GREEN,FALSE,15801,3376649,0.004679491
2012,NEW JERSEY,NJ,US SENATE,statewide,ROBERT ??TURK?? TURKAVAGE,RESPONSIBILITY FAIRNESS INTEGRITY,FALSE,3532,3376649,0.001046007
2012,NEW JERSEY,NJ,US SENATE,statewide,GREGORY PASON,SOCIALIST PARTY USA,FALSE,2249,3376649,0.000666045
2012,NEW JERSEY,NJ,US SENATE,statewide,ROBERT MENENDEZ,DEMOCRAT,FALSE,1987680,3376649,0.58865461
2012,NEW JERSEY,NJ,US SENATE,statewide,JOE KYRILLOS,REPUBLICAN,FALSE,1329534,3376649,0.39374362
2012,NEW JERSEY,NJ,US SENATE,statewide,INDER ??ANDY?? SONI,AMERICA FIRST,FALSE,3593,3376649,0.001064073
2012,NEW JERSEY,NJ,US SENATE,statewide,GWEN DIAKOS,JERSEY STRONG INDEPENDENTS,FALSE,9359,3376649,0.002771683
2012,NEW JERSEY,NJ,US SENATE,statewide,KENNETH R. KAPLAN,LIBERTARIAN,FALSE,16803,3376649,0.004976235
2012,NEW JERSEY,NJ,US SENATE,statewide,J. DAVID DRANIKOFF,TOTALLY INDEPENDENT CANDIDATE,FALSE,3834,3376649,0.001135445
2012,NEW JERSEY,NJ,US SENATE,statewide,EUGENE MARTIN LAVERGNE,NO SLOGAN,FALSE,2198,3376649,0.000650941
2012,NEW JERSEY,NJ,US SENATE,statewide,DARYL MIKELL BROOKS,REFORM NATION,FALSE,2066,3376649,0.000611849
2012,NEW MEXICO,NM,US SENATE,statewide,MARTIN HEINRICH,DEMOCRAT,FALSE,395717,775793,0.510080653
2012,NEW MEXICO,NM,US SENATE,statewide,JON R. BARRIE,INDEPENDENT AMERICAN,FALSE,28199,775793,0.036348614
2012,NEW MEXICO,NM,US SENATE,statewide,HEATHER A. WILSON,REPUBLICAN,FALSE,351260,775793,0.452775418
2012,NEW MEXICO,NM,US SENATE,statewide,,,TRUE,617,775793,0.000795315
2012,NEW YORK,NY,US SENATE,statewide,WENDY LONG,REPUBLICAN,FALSE,1514647,7116628,0.212832117
2012,NEW YORK,NY,US SENATE,statewide,CHRIS EDES,LIBERTARIAN,FALSE,31894,7116628,0.004481617
2012,NEW YORK,NY,US SENATE,statewide,KIRSTEN E. GILLIBRAND,WORKING FAMILIES,FALSE,250580,7116628,0.035210496
2012,NEW YORK,NY,US SENATE,statewide,COLIA CLARK,GREEN,FALSE,42442,7116628,0.005963779
2012,NEW YORK,NY,US SENATE,statewide,JOHN MANGELLI,COMMON SENSE,FALSE,21985,7116628,0.003089244
2012,NEW YORK,NY,US SENATE,statewide,WENDY LONG,CONSERVATIVE,FALSE,240819,7116628,0.033838919
2012,NEW YORK,NY,US SENATE,statewide,KIRSTEN E. GILLIBRAND,INDEPENDENCE,FALSE,138255,7116628,0.019427038
2012,NEW YORK,NY,US SENATE,statewide,BLANK VOTE/VOID VOTE/SCATTERING,,FALSE,455963,7116628,0.06407009
2012,NEW YORK,NY,US SENATE,statewide,KIRSTEN E. GILLIBRAND,DEMOCRAT,FALSE,4420043,7116628,0.6210867
2012,NORTH DAKOTA,ND,US SENATE,statewide,RICK BERG,REPUBLICAN,FALSE,158401,321144,0.493239793
2012,NORTH DAKOTA,ND,US SENATE,statewide,,,TRUE,1406,321144,0.004378098
2012,NORTH DAKOTA,ND,US SENATE,statewide,HEIDI HEITKAMP,DEMOCRAT,FALSE,161337,321144,0.502382109
2012,OHIO,OH,US SENATE,statewide,JOSH MANDEL,REPUBLICAN,FALSE,2435712,5449018,0.447000175
2012,OHIO,OH,US SENATE,statewide,SCOTT A. RUPERT,INDEPENDENT,FALSE,250616,5449018,0.045992874
2012,OHIO,OH,US SENATE,statewide,SHERROD BROWN,DEMOCRAT,FALSE,2762690,5449018,0.507006951
2012,PENNSYLVANIA,PA,US SENATE,statewide,RAYBURN DOUGLAS SMITH,LIBERTARIAN,FALSE,96926,5627422,0.017223873
2012,PENNSYLVANIA,PA,US SENATE,statewide,TOM SMITH,REPUBLICAN,FALSE,2509132,5627422,0.445875927
2012,PENNSYLVANIA,PA,US SENATE,statewide,"ROBERT P. CASEY, JR.",DEMOCRAT,FALSE,3021364,5627422,0.5369002
2012,RHODE ISLAND,RI,US SENATE,statewide,,,TRUE,933,418189,0.002231049
2012,RHODE ISLAND,RI,US SENATE,statewide,SHELDON WHITEHOUSE,DEMOCRAT,FALSE,271034,418189,0.648113652
2012,RHODE ISLAND,RI,US SENATE,statewide,BENJAMIN BARRETT HINCKLEY III,REPUBLICAN,FALSE,146222,418189,0.349655299
2012,TENNESSEE,TN,US SENATE,statewide,DAVID GATCHELL,INDEPENDENT,FALSE,6523,2321477,0.002809849
2012,TENNESSEE,TN,US SENATE,statewide,,,TRUE,409,2321477,0.000176181
2012,TENNESSEE,TN,US SENATE,statewide,,,TRUE,18,2321477,7.75368E-06
2012,TENNESSEE,TN,US SENATE,statewide,,,TRUE,2,2321477,8.6152E-07
2012,TENNESSEE,TN,US SENATE,statewide,SHAUN E. CROWELL,INDEPENDENT,FALSE,20936,2321477,0.009018396
2012,TENNESSEE,TN,US SENATE,statewide,,,TRUE,117,2321477,5.03989E-05
2012,TENNESSEE,TN,US SENATE,statewide,BOB CORKER,REPUBLICAN,FALSE,1506443,2321477,0.648915755
2012,TENNESSEE,TN,US SENATE,statewide,MICHEL JOSEPH LONG,INDEPENDENT,FALSE,8080,2321477,0.003480543
2012,TENNESSEE,TN,US SENATE,statewide,TROY STEPHEN SCOGGIN,INDEPENDENT,FALSE,7148,2321477,0.003079074
2012,TENNESSEE,TN,US SENATE,statewide,,,TRUE,5,2321477,2.1538E-06
2012,TENNESSEE,TN,US SENATE,statewide,MARK E. CLAYTON,DEMOCRAT,FALSE,705882,2321477,0.304065903
2012,TENNESSEE,TN,US SENATE,statewide,,,TRUE,12,2321477,5.16912E-06
2012,TENNESSEE,TN,US SENATE,statewide,KERMIT STECK,CONSTITUTION,FALSE,18620,2321477,0.008020756
2012,TENNESSEE,TN,US SENATE,statewide,JAMES HIGDON,INDEPENDENT,FALSE,8085,2321477,0.003482697
2012,TENNESSEE,TN,US SENATE,statewide,MARTIN PLEASANT,GREEN,FALSE,38472,2321477,0.016572208
2012,TENNESSEE,TN,US SENATE,statewide,,,TRUE,14,2321477,6.03064E-06
2012,TENNESSEE,TN,US SENATE,statewide,,,TRUE,470,2321477,0.000202457
2012,TENNESSEE,TN,US SENATE,statewide,,,TRUE,23,2321477,9.90749E-06
2012,TENNESSEE,TN,US SENATE,statewide,,,TRUE,218,2321477,9.39057E-05
2012,TEXAS,TX,US SENATE,statewide,JOHN JAY MYERS,LIBERTARIAN,FALSE,162354,7864822,0.020643061
2012,TEXAS,TX,US SENATE,statewide,TED CRUZ,REPUBLICAN,FALSE,4440137,7864822,0.564556579
2012,TEXAS,TX,US SENATE,statewide,PAUL SADLER,DEMOCRAT,FALSE,3194927,7864822,0.406230046
2012,TEXAS,TX,US SENATE,statewide,DAVID B. COLLINS,GREEN,FALSE,67404,7864822,0.008570315
2012,UTAH,UT,US SENATE,statewide,,,TRUE,1,1006901,9.93146E-07
2012,UTAH,UT,US SENATE,statewide,BILL BARRON,NONE,FALSE,7172,1006901,0.007122845
2012,UTAH,UT,US SENATE,statewide,ORRIN G. HATCH,REPUBLICAN,FALSE,657608,1006901,0.65310095
2012,UTAH,UT,US SENATE,statewide,SHAUN LYNN MCCAUSLAND,CONSTITUTION,FALSE,31905,1006901,0.031686333
2012,UTAH,UT,US SENATE,statewide,SCOTT HOWELL,DEMOCRAT,FALSE,301873,1006901,0.299804052
2012,UTAH,UT,US SENATE,statewide,DANIEL GEERY,JUSTICE,FALSE,8342,1006901,0.008284826
2012,VERMONT,VT,US SENATE,statewide,PETE DIAMONDSTONE,LIBERTY UNION,FALSE,2511,292762,0.008576933
2012,VERMONT,VT,US SENATE,statewide,LAUREL LAFRAMBOISE,VOTEKISS,FALSE,877,292762,0.002995607
2012,VERMONT,VT,US SENATE,statewide,,,TRUE,252,292762,0.000860767
2012,VERMONT,VT,US SENATE,statewide,CHRIS ERICSON,UNITED STATES MARIJUANA,FALSE,5924,292762,0.020234867
2012,VERMONT,VT,US SENATE,statewide,JOHN MACGOVERN,REPUBLICAN,FALSE,72898,292762,0.249000895
2012,VERMONT,VT,US SENATE,statewide,PETER MOSS,PEACE AND PROSPERITY,FALSE,2452,292762,0.008375404
2012,VERMONT,VT,US SENATE,statewide,BERNARD SANDERS,INDEPENDENT,FALSE,207848,292762,0.709955527
2012,VIRGINIA,VA,US SENATE,statewide,GEORGE F. ALLEN,REPUBLICAN,FALSE,1785542,3802196,0.46960809
2012,VIRGINIA,VA,US SENATE,statewide,,,TRUE,6587,3802196,0.00173242
2012,VIRGINIA,VA,US SENATE,statewide,TIMOTHY M. KAINE,DEMOCRAT,FALSE,2010067,3802196,0.52865949
2012,WASHINGTON,WA,US SENATE,statewide,MARIA CANTWELL,DEMOCRAT,FALSE,1855493,3069417,0.604509912
2012,WASHINGTON,WA,US SENATE,statewide,MICHAEL BAUMGARTNER,REPUBLICAN,FALSE,1213924,3069417,0.395490088
2012,WEST VIRGINIA,WV,US SENATE,statewide,JOE MANCHIN III,DEMOCRAT,FALSE,399898,660202,0.605720673
2012,WEST VIRGINIA,WV,US SENATE,statewide,BOB HENRY BABER,MOUNTAIN PARTY,FALSE,19517,660202,0.029562164
2012,WEST VIRGINIA,WV,US SENATE,statewide,JOHN R. RAESE,REPUBLICAN,FALSE,240787,660202,0.364717162
2012,WISCONSIN,WI,US SENATE,statewide,,,TRUE,43,3009411,1.42885E-05
2012,WISCONSIN,WI,US SENATE,statewide,SCATTER,,FALSE,3373,3009411,0.001120817
2012,WISCONSIN,WI,US SENATE,statewide,,,TRUE,70,3009411,2.32604E-05
2012,WISCONSIN,WI,US SENATE,statewide,TAMMY BALDWIN,DEMOCRAT,FALSE,1547104,3009411,0.514088637
2012,WISCONSIN,WI,US SENATE,statewide,TOMMY G. THOMPSON,REPUBLICAN,FALSE,1380126,3009411,0.458603361
2012,WISCONSIN,WI,US SENATE,statewide,JOSEPH KEXEL,LIBERTARIAN,FALSE,62240,3009411,0.020681788
2012,WISCONSIN,WI,US SENATE,statewide,NIMROD Y. U. ALLEN III,I.D.E.A.,FALSE,16455,3009411,0.005467847
2012,WYOMING,WY,US SENATE,statewide,,,TRUE,417,250700,0.001663343
2012,WYOMING,WY,US SENATE,statewide,JOEL OTTO,COUNTRY PARTY,FALSE,6176,250700,0.024635022
2012,WYOMING,WY,US SENATE,statewide,JOHN BARRASSO,REPUBLICAN,FALSE,185250,250700,0.738930993
2012,WYOMING,WY,US SENATE,statewide,TIM CHESNUT,DEMOCRAT,FALSE,53019,250700,0.211483845
2012,WYOMING,WY,US SENATE,statewide,OVER VOTE,,FALSE,91,250700,0.000362984
2012,WYOMING,WY,US SENATE,statewide,BLANK VOTE,,FALSE,5747,250700,0.022923813
2014,ALABAMA,AL,US SENATE,statewide,,,TRUE,22484,818090,0.027483529
2014,ALABAMA,AL,US SENATE,statewide,JEFF SESSIONS,REPUBLICAN,FALSE,795606,818090,0.972516471
2014,ALASKA,AK,US SENATE,statewide,,,TRUE,1376,282400,0.004872521
2014,ALASKA,AK,US SENATE,statewide,MARK BEGICH,DEMOCRAT,FALSE,129431,282400,0.458325071
2014,ALASKA,AK,US SENATE,statewide,MARK S. FISH,LIBERTARIAN,FALSE,10512,282400,0.037223796
2014,ALASKA,AK,US SENATE,statewide,TED GIANOUTSOS,NONAFFILIATED,FALSE,5636,282400,0.019957507
2014,ALASKA,AK,US SENATE,statewide,DAN SULLIVAN,REPUBLICAN,FALSE,135445,282400,0.479621105
2014,ARKANSAS,AR,US SENATE,statewide,TOM COTTON,REPUBLICAN,FALSE,478819,847505,0.564974838
2014,ARKANSAS,AR,US SENATE,statewide,MARK L. PRYOR,DEMOCRAT,FALSE,334174,847505,0.394303278
2014,ARKANSAS,AR,US SENATE,statewide,MARK H. SWANEY,GREEN,FALSE,16797,847505,0.019819352
2014,ARKANSAS,AR,US SENATE,statewide,NATHAN LAFRANCE,LIBERTARIAN,FALSE,17210,847505,0.020306665
2014,ARKANSAS,AR,US SENATE,statewide,,,TRUE,505,847505,0.000595867
2014,COLORADO,CO,US SENATE,statewide,RA_L ACOSTA,UNAFFILIATED,FALSE,24151,2041058,0.011832589
2014,COLORADO,CO,US SENATE,statewide,,,TRUE,21,2041058,1.02888E-05
2014,COLORADO,CO,US SENATE,statewide,CORY GARDNER,REPUBLICAN,FALSE,983891,2041058,0.482049506
2014,COLORADO,CO,US SENATE,statewide,GAYLON KENT,LIBERTARIAN,FALSE,52876,2041058,0.025906172
2014,COLORADO,CO,US SENATE,statewide,,,TRUE,17,2041058,8.32901E-06
2014,COLORADO,CO,US SENATE,statewide,BILL HAMMONS,UNITY PARTY OF COLORADO,FALSE,6427,2041058,0.003148857
2014,COLORADO,CO,US SENATE,statewide,STEVE SHOGAN,UNAFFILIATED,FALSE,29472,2041058,0.01443957
2014,COLORADO,CO,US SENATE,statewide,MARK UDALL,DEMOCRAT,FALSE,944203,2041058,0.462604688
2014,DELAWARE,DE,US SENATE,statewide,KEVIN WADE,REPUBLICAN,FALSE,98823,234038,0.422251942
2014,DELAWARE,DE,US SENATE,statewide,CHRISTOPHER A. COONS,DEMOCRAT,FALSE,130655,234038,0.558264043
2014,DELAWARE,DE,US SENATE,statewide,ANDREW GROFF,GREEN,FALSE,4560,234038,0.019484015
2014,GEORGIA,GA,US SENATE,statewide,DAVID A. PERDUE,REPUBLICAN,FALSE,1358088,2567805,0.528890628
2014,GEORGIA,GA,US SENATE,statewide,,,TRUE,14,2567805,5.45213E-06
2014,GEORGIA,GA,US SENATE,statewide,M. MICHELLE NUNN,DEMOCRAT,FALSE,1160811,2567805,0.452063533
2014,GEORGIA,GA,US SENATE,statewide,,,TRUE,9,2567805,3.50494E-06
2014,GEORGIA,GA,US SENATE,statewide,AMANDA C. SWAFFORD,LIBERTARIAN,FALSE,48862,2567805,0.019028704
2014,GEORGIA,GA,US SENATE,statewide,,,TRUE,21,2567805,8.17819E-06
2014,HAWAII,HI,US SENATE,statewide,BLANK VOTE,,FALSE,15777,369703,0.042674796
